"year","dOice","dTsVscales"
-93080,-39.93,-4.16230715774844
-93060,-40.08,-4.28166087560806
-93040,-39.98,-4.20209173036831
-93020,-39.97,-4.19413481584434
-93000,-39.8,-4.05886726893676
-92980,-40.02,-4.23391938846421
-92960,-39.18,-3.56553856845031
-92940,-39.92,-4.15435024322446
-92920,-40.58,-4.67950660180681
-92900,-40.13,-4.32144544822794
-92880,-40.69,-4.76703266157053
-92860,-40.47,-4.59198054204309
-92840,-39.99,-4.21004864489229
-92820,-39.55,-3.85994440583739
-92800,-40.06,-4.26574704656011
-92780,-39.2,-3.58145239749827
-92760,-39.94,-4.17026407227241
-92740,-39.63,-3.92359972202919
-92720,-39.19,-3.57349548297429
-92700,-39.58,-3.88381514940931
-92680,-39.55,-3.85994440583739
-92660,-39.48,-3.80424600416956
-92640,-40.24,-4.40897150799166
-92620,-40.14,-4.32940236275191
-92600,-39.38,-3.72467685892981
-92580,-39.51,-3.82811674774149
-92560,-39.89,-4.13047949965254
-92540,-39.2,-3.58145239749827
-92520,-40.13,-4.32144544822794
-92500,-39.45,-3.78037526059764
-92480,-38.57,-3.08016678248784
-92460,-38.82,-3.27908964558721
-92440,-40.7,-4.77498957609451
-92420,-39.53,-3.84403057678944
-92400,-39.58,-3.88381514940931
-92380,-39.86,-4.10660875608061
-92360,-39.32,-3.67693537178596
-92340,-38.82,-3.27908964558721
-92320,-38.98,-3.40640027797081
-92300,-39.67,-3.95542738012509
-92280,-40.6,-4.69542043085476
-92260,-39.63,-3.92359972202919
-92240,-39.78,-4.04295343988881
-92220,-40.81,-4.86251563585824
-92200,-40.12,-4.31348853370396
-92180,-39.43,-3.76446143154969
-92160,-39.21,-3.58940931202224
-92140,-39.52,-3.83607366226546
-92120,-40.05,-4.25779013203613
-92100,-39.35,-3.70080611535789
-92080,-39.76,-4.02703961084086
-92060,-39.36,-3.70876302988186
-92040,-39.63,-3.92359972202919
-92020,-39.55,-3.85994440583739
-92000,-39.7,-3.97929812369701
-91980,-39.77,-4.03499652536484
-91960,-40.12,-4.31348853370396
-91940,-39.26,-3.62919388464211
-91920,-39.81,-4.06682418346074
-91900,-40.08,-4.28166087560806
-91880,-39.25,-3.62123697011814
-91860,-39.6,-3.89972897845726
-91840,-39.01,-3.43027102154274
-91820,-39.05,-3.46209867963864
-91800,-38.42,-2.96081306462822
-91780,-39.31,-3.66897845726199
-91760,-39.46,-3.78833217512161
-91740,-39.24,-3.61328005559416
-91720,-39.5,-3.82015983321751
-91700,-40.12,-4.31348853370396
-91680,-39.74,-4.01112578179291
-91660,-39.89,-4.13047949965254
-91640,-39.87,-4.11456567060458
-91620,-40.27,-4.43284225156359
-91600,-39.78,-4.04295343988881
-91580,-40.14,-4.32940236275191
-91560,-39.43,-3.76446143154969
-91540,-39.5,-3.82015983321751
-91520,-40.63,-4.71929117442669
-91500,-39.46,-3.78833217512161
-91480,-39.72,-3.99521195274496
-91460,-39.7,-3.97929812369701
-91440,-39.78,-4.04295343988881
-91420,-40,-4.21800555941626
-91400,-39.97,-4.19413481584434
-91380,-39.63,-3.92359972202919
-91360,-39.53,-3.84403057678944
-91340,-39.41,-3.74854760250174
-91320,-39.01,-3.43027102154274
-91300,-40.4,-4.53628214037526
-91280,-39.87,-4.11456567060458
-91260,-39.39,-3.73263377345379
-91240,-38.76,-3.23134815844336
-91220,-39.39,-3.73263377345379
-91200,-38.98,-3.40640027797081
-91180,-39.68,-3.96338429464906
-91160,-39.57,-3.87585823488534
-91140,-39.54,-3.85198749131341
-91120,-39.32,-3.67693537178596
-91100,-39.43,-3.76446143154969
-91080,-39.42,-3.75650451702571
-91060,-39.7,-3.97929812369701
-91040,-39.3,-3.66102154273801
-91020,-39.59,-3.89177206393329
-91000,-39.62,-3.91564280750521
-90980,-38.78,-3.24726198749131
-90960,-39.15,-3.54166782487839
-90940,-39.53,-3.84403057678944
-90920,-39.04,-3.45414176511466
-90900,-39.88,-4.12252258512856
-90880,-40.07,-4.27370396108409
-90860,-39.33,-3.68489228630994
-90840,-39.34,-3.69284920083392
-90820,-39.66,-3.94747046560111
-90800,-39.77,-4.03499652536484
-90780,-39.62,-3.91564280750521
-90760,-39.52,-3.83607366226546
-90740,-40.04,-4.24983321751216
-90720,-39.31,-3.66897845726199
-90700,-39.35,-3.70080611535789
-90680,-39.99,-4.21004864489229
-90660,-39.07,-3.47801250868659
-90640,-39.88,-4.12252258512856
-90620,-38.95,-3.38252953439889
-90600,-40.01,-4.22596247394024
-90580,-39.89,-4.13047949965254
-90560,-39.67,-3.95542738012509
-90540,-39.2,-3.58145239749827
-90520,-39.3,-3.66102154273801
-90500,-39.28,-3.64510771369006
-90480,-39.07,-3.47801250868659
-90460,-39.81,-4.06682418346074
-90440,-39.53,-3.84403057678944
-90420,-39.49,-3.81220291869354
-90400,-39.25,-3.62123697011814
-90380,-40,-4.21800555941626
-90360,-39.84,-4.09069492703266
-90340,-40.22,-4.39305767894371
-90320,-39.64,-3.93155663655316
-90300,-39.65,-3.93951355107714
-90280,-39.64,-3.93155663655316
-90260,-40.09,-4.28961779013204
-90240,-39.49,-3.81220291869354
-90220,-40.09,-4.28961779013204
-90200,-39.22,-3.59736622654621
-90180,-39.89,-4.13047949965254
-90160,-39.75,-4.01908269631689
-90140,-39.72,-3.99521195274496
-90120,-40.84,-4.88638637943016
-90100,-40.21,-4.38510076441974
-90080,-39.88,-4.12252258512856
-90060,-39.98,-4.20209173036831
-90040,-39.15,-3.54166782487839
-90020,-38.14,-2.73801945795692
-90000,-38.26,-2.83350243224461
-89980,-37.83,-2.49135510771369
-89960,-37.63,-2.33221681723419
-89940,-38.26,-2.83350243224461
-89920,-37.85,-2.50726893676164
-89900,-38.31,-2.87328700486449
-89880,-38.06,-2.67436414176512
-89860,-38.67,-3.15973592772759
-89840,-38.4,-2.94489923558026
-89820,-39.17,-3.55758165392634
-89800,-39.46,-3.78833217512161
-89780,-38.79,-3.25521890201529
-89760,-37.2,-1.99006949270327
-89740,-38.16,-2.75393328700486
-89720,-38.02,-2.64253648366922
-89700,-38.12,-2.72210562890896
-89680,-38.01,-2.63457956914524
-89660,-37.36,-2.11738012508687
-89640,-37.51,-2.23673384294649
-89620,-37.66,-2.35608756080611
-89600,-37.7,-2.38791521890202
-89580,-37.92,-2.56296733842947
-89560,-38.4,-2.94489923558026
-89540,-38.07,-2.68232105628909
-89520,-37.26,-2.03781097984712
-89500,-38.4,-2.94489923558026
-89480,-38.02,-2.64253648366922
-89460,-38.12,-2.72210562890896
-89440,-37.75,-2.42769979152189
-89420,-37.94,-2.57888116747741
-89400,-37.74,-2.41974287699792
-89380,-37.78,-2.45157053509382
-89360,-37.57,-2.28447533009034
-89340,-38.13,-2.73006254343294
-89320,-38.04,-2.65845031271716
-89300,-38.55,-3.06425295343989
-89280,-38.99,-3.41435719249479
-89260,-38.67,-3.15973592772759
-89240,-38.17,-2.76189020152884
-89220,-37.79,-2.45952744961779
-89200,-38.4,-2.94489923558026
-89180,-37.95,-2.58683808200139
-89160,-38.24,-2.81758860319667
-89140,-38.43,-2.96876997915219
-89120,-38.8,-3.26317581653926
-89100,-38.47,-3.00059763724809
-89080,-38.36,-2.91307157748436
-89060,-38.03,-2.65049339819319
-89040,-37.89,-2.53909659485754
-89020,-38.28,-2.84941626129257
-89000,-38.63,-3.12790826963169
-88980,-38.25,-2.82554551772064
-88960,-38.34,-2.89715774843642
-88940,-39.16,-3.54962473940236
-88920,-39.62,-3.91564280750521
-88900,-38.71,-3.19156358582349
-88880,-39.93,-4.16230715774844
-88860,-40.53,-4.63972202918694
-88840,-39.36,-3.70876302988186
-88820,-39.05,-3.46209867963864
-88800,-39.32,-3.67693537178596
-88780,-38.95,-3.38252953439889
-88760,-38.94,-3.37457261987491
-88740,-38.76,-3.23134815844336
-88720,-39.29,-3.65306462821404
-88700,-38.64,-3.13586518415566
-88680,-38.59,-3.09608061153579
-88660,-38.17,-2.76189020152884
-88640,-38.29,-2.85737317581654
-88620,-38.34,-2.89715774843642
-88600,-38.14,-2.73801945795692
-88580,-38.46,-2.99264072272412
-88560,-38.86,-3.31091730368311
-88540,-38.85,-3.30296038915914
-88520,-38.63,-3.12790826963169
-88500,-39.03,-3.44618485059069
-88480,-38.85,-3.30296038915914
-88460,-39.31,-3.66897845726199
-88440,-38.67,-3.15973592772759
-88420,-39.06,-3.47005559416261
-88400,-39.02,-3.43822793606672
-88380,-38.37,-2.92102849200834
-88360,-37.98,-2.61070882557331
-88340,-38.72,-3.19952050034746
-88320,-38.3,-2.86533009034051
-88300,-39.08,-3.48596942321056
-88280,-39.21,-3.58940931202224
-88260,-37.91,-2.55501042390549
-88240,-40.3,-4.45671299513551
-88220,-39.46,-3.78833217512161
-88200,-39.93,-4.16230715774844
-88180,-39.93,-4.16230715774844
-88160,-39.24,-3.61328005559416
-88140,-38.5,-3.02446838082001
-88120,-38.88,-3.32683113273107
-88100,-38.96,-3.39048644892286
-88080,-38.89,-3.33478804725504
-88060,-39.11,-3.50984016678249
-88040,-39.73,-4.00316886726893
-88020,-39.37,-3.71671994440584
-88000,-39.45,-3.78037526059764
-87980,-40.07,-4.27370396108409
-87960,-40.36,-4.50445448227936
-87940,-39.53,-3.84403057678944
-87920,-39.94,-4.17026407227241
-87900,-40.41,-4.54423905489923
-87880,-40.77,-4.83068797776234
-87860,-40.26,-4.42488533703961
-87840,-39.77,-4.03499652536484
-87820,-40,-4.21800555941626
-87800,-39.8,-4.05886726893676
-87780,-39.18,-3.56553856845031
-87760,-39.02,-3.43822793606672
-87740,-38.91,-3.35070187630299
-87720,-39.53,-3.84403057678944
-87700,-40.13,-4.32144544822794
-87680,-40.49,-4.60789437109104
-87660,-40.11,-4.30553161917999
-87640,-41,-5.01369701181376
-87620,-41.09,-5.08530924252954
-87600,-41.26,-5.22057678943711
-87580,-41.26,-5.22057678943711
-87560,-42.01,-5.81734537873523
-87540,-40.92,-4.95004169562196
-87520,-42.17,-5.94465601111883
-87500,-41.91,-5.73777623349548
-87480,-41.68,-5.55476719944406
-87460,-40.8,-4.85455872133426
-87440,-41.75,-5.61046560111188
-87420,-41.56,-5.45928422515636
-87400,-41.95,-5.76960389159139
-87380,-41.13,-5.11713690062544
-87360,-41.37,-5.30810284920083
-87340,-41.19,-5.16487838776928
-87320,-41.74,-5.60250868658791
-87300,-41.61,-5.49906879777623
-87280,-41.09,-5.08530924252954
-87260,-41.36,-5.30014593467686
-87240,-41.76,-5.61842251563586
-87220,-41.26,-5.22057678943711
-87200,-42.5,-6.20723419041001
-87180,-41.95,-5.76960389159139
-87160,-41.44,-5.36380125086866
-87140,-41.59,-5.48315496872829
-87120,-42.36,-6.09583738707436
-87100,-42.07,-5.86508686587908
-87080,-42.4,-6.12766504517026
-87060,-40.97,-4.98982626824183
-87040,-41.24,-5.20466296038916
-87020,-41.13,-5.11713690062544
-87000,-41.06,-5.06143849895761
-86980,-41.73,-5.59455177206393
-86960,-40.83,-4.87842946490618
-86940,-40.2,-4.37714384989576
-86920,-41.32,-5.26831827658096
-86900,-41.34,-5.28423210562891
-86880,-40.76,-4.82273106323836
-86860,-41.45,-5.37175816539264
-86840,-41.77,-5.62637943015984
-86820,-41.01,-5.02165392633773
-86800,-40.77,-4.83068797776234
-86780,-41.87,-5.70594857539958
-86760,-42.74,-6.39820013898541
-86740,-40.97,-4.98982626824183
-86720,-42.02,-5.82530229325921
-86700,-42.08,-5.87304378040306
-86680,-40.82,-4.87047255038221
-86660,-41.96,-5.77756080611536
-86640,-41.39,-5.32401667824879
-86620,-41.49,-5.40358582348854
-86600,-41.29,-5.24444753300903
-86580,-41.09,-5.08530924252954
-86560,-41.18,-5.15692147324531
-86540,-41.09,-5.08530924252954
-86520,-40.73,-4.79886031966643
-86500,-40.49,-4.60789437109104
-86480,-40.61,-4.70337734537874
-86460,-41.43,-5.35584433634468
-86440,-40.71,-4.78294649061849
-86420,-42.08,-5.87304378040306
-86400,-41.07,-5.06939541348159
-86380,-42.08,-5.87304378040306
-86360,-41.57,-5.46724113968033
-86340,-41.04,-5.04552466990966
-86320,-41.08,-5.07735232800556
-86300,-41.34,-5.28423210562891
-86280,-41.33,-5.27627519110493
-86260,-41.23,-5.19670604586518
-86240,-41.12,-5.10917998610146
-86220,-40.84,-4.88638637943016
-86200,-41.47,-5.38767199444058
-86180,-41.31,-5.26036136205699
-86160,-40.73,-4.79886031966643
-86140,-39.22,-3.59736622654621
-86120,-40.6,-4.69542043085476
-86100,-40.38,-4.52036831132731
-86080,-40.33,-4.48058373870743
-86060,-40.41,-4.54423905489923
-86040,-40.86,-4.90230020847811
-86020,-40.71,-4.78294649061849
-86000,-40.86,-4.90230020847811
-85980,-40.96,-4.98186935371786
-85960,-41.89,-5.72186240444753
-85940,-42.34,-6.07992355802641
-85920,-40.28,-4.44079916608756
-85900,-41.29,-5.24444753300903
-85880,-41.27,-5.22853370396109
-85860,-41.89,-5.72186240444753
-85840,-41.04,-5.04552466990966
-85820,-41.09,-5.08530924252954
-85800,-40.45,-4.57606671299514
-85780,-41.9,-5.72981931897151
-85760,-41.86,-5.69799166087561
-85740,-41.13,-5.11713690062544
-85720,-41.72,-5.58659485753996
-85700,-41.21,-5.18079221681723
-85680,-41.2,-5.17283530229326
-85660,-41.44,-5.36380125086866
-85640,-41.16,-5.14100764419736
-85620,-41.1,-5.09326615705351
-85600,-42.86,-6.49368311327311
-85580,-41.22,-5.18874913134121
-85560,-40.47,-4.59198054204309
-85540,-40.43,-4.56015288394719
-85520,-40.47,-4.59198054204309
-85500,-41.39,-5.32401667824879
-85480,-41.91,-5.73777623349548
-85460,-41.26,-5.22057678943711
-85440,-40.95,-4.97391243919389
-85420,-40.39,-4.52832522585129
-85400,-40.82,-4.87047255038221
-85380,-39.68,-3.96338429464906
-85360,-40.96,-4.98186935371786
-85340,-39.66,-3.94747046560111
-85320,-39.62,-3.91564280750521
-85300,-41.17,-5.14896455872134
-85280,-40.79,-4.84660180681028
-85260,-40.68,-4.75907574704656
-85240,-41.27,-5.22853370396109
-85220,-41.21,-5.18079221681723
-85200,-41.28,-5.23649061848506
-85180,-39.98,-4.20209173036831
-85160,-39.84,-4.09069492703266
-85140,-39.44,-3.77241834607366
-85120,-40.41,-4.54423905489923
-85100,-40.11,-4.30553161917999
-85080,-40.67,-4.75111883252259
-85060,-40.89,-4.92617095205004
-85040,-39.84,-4.09069492703266
-85020,-37.73,-2.41178596247394
-85000,-37.59,-2.30038915913829
-84980,-39.14,-3.53371091035441
-84960,-39.2,-3.58145239749827
-84940,-40.45,-4.57606671299514
-84920,-41.17,-5.14896455872134
-84900,-40.8,-4.85455872133426
-84880,-41.06,-5.06143849895761
-84860,-41.05,-5.05348158443363
-84840,-40.79,-4.84660180681028
-84820,-41.09,-5.08530924252954
-84800,-41.45,-5.37175816539264
-84780,-40.32,-4.47262682418346
-84760,-39.76,-4.02703961084086
-84740,-37.74,-2.41974287699792
-84720,-36.09,-1.10685198054205
-84700,-37.39,-2.14125086865879
-84680,-37.17,-1.96619874913134
-84660,-36.62,-1.52856845031272
-84640,-36.44,-1.38534398888117
-84620,-36.71,-1.60018068102849
-84600,-36.87,-1.72749131341209
-84580,-36.83,-1.69566365531619
-84560,-37.3,-2.06963863794301
-84540,-36.54,-1.46491313412092
-84520,-37.46,-2.19694927032662
-84500,-36.88,-1.73544822793607
-84480,-37,-1.83093120222377
-84460,-37.02,-1.84684503127172
-84440,-37.13,-1.93437109103544
-84420,-37.25,-2.02985406532314
-84400,-37.84,-2.49931202223767
-84380,-38.1,-2.70619179986102
-84360,-38.54,-3.05629603891591
-84340,-37.97,-2.60275191104934
-84320,-37.84,-2.49931202223767
-84300,-37.97,-2.60275191104934
-84280,-37.91,-2.55501042390549
-84260,-37.93,-2.57092425295344
-84240,-37.99,-2.61866574009729
-84220,-37.05,-1.87071577484364
-84200,-37.83,-2.49135510771369
-84180,-37.66,-2.35608756080611
-84160,-38.39,-2.93694232105629
-84140,-37.19,-1.98211257817929
-84120,-37.31,-2.07759555246699
-84100,-37.54,-2.26060458651842
-84080,-37.53,-2.25264767199444
-84060,-37.08,-1.89458651841557
-84040,-37.25,-2.02985406532314
-84020,-37.21,-1.99802640722724
-84000,-37.53,-2.25264767199444
-83980,-36.72,-1.60813759555247
-83960,-37.99,-2.61866574009729
-83940,-37.97,-2.60275191104934
-83920,-37.83,-2.49135510771369
-83900,-37.83,-2.49135510771369
-83880,-38.24,-2.81758860319667
-83860,-37.78,-2.45157053509382
-83840,-38.31,-2.87328700486449
-83820,-38.18,-2.76984711605281
-83800,-37.37,-2.12533703961084
-83780,-37.81,-2.47544127866574
-83760,-37.13,-1.93437109103544
-83740,-37.96,-2.59479499652537
-83720,-37.54,-2.26060458651842
-83700,-36.45,-1.39330090340515
-83680,-37.15,-1.95028492008339
-83660,-36.43,-1.37738707435719
-83640,-37.56,-2.27651841556637
-83620,-37.31,-2.07759555246699
-83600,-37.24,-2.02189715079917
-83580,-36.64,-1.54448227936067
-83560,-37.19,-1.98211257817929
-83540,-36.86,-1.71953439888812
-83520,-37.49,-2.22082001389854
-83500,-37.43,-2.17307852675469
-83480,-37.92,-2.56296733842947
-83460,-37.87,-2.52318276580959
-83440,-38.3,-2.86533009034051
-83420,-38.03,-2.65049339819319
-83400,-37.8,-2.46748436414176
-83380,-38.44,-2.97672689367616
-83360,-36.97,-1.80706045865184
-83340,-37.85,-2.50726893676164
-83320,-38.17,-2.76189020152884
-83300,-37.73,-2.41178596247394
-83280,-37.63,-2.33221681723419
-83260,-37.87,-2.52318276580959
-83240,-38.04,-2.65845031271716
-83220,-37.3,-2.06963863794301
-83200,-38.39,-2.93694232105629
-83180,-37.42,-2.16512161223072
-83160,-37.09,-1.90254343293954
-83140,-36.9,-1.75136205698402
-83120,-36.79,-1.66383599722029
-83100,-37.35,-2.10942321056289
-83080,-37.24,-2.02189715079917
-83060,-36.78,-1.65587908269632
-83040,-37.01,-1.83888811674774
-83020,-37.38,-2.13329395413482
-83000,-37.56,-2.27651841556637
-82980,-38.1,-2.70619179986102
-82960,-38.64,-3.13586518415566
-82940,-37.97,-2.60275191104934
-82920,-37.85,-2.50726893676164
-82900,-38.05,-2.66640722724114
-82880,-38.07,-2.68232105628909
-82860,-38.23,-2.80963168867269
-82840,-38.57,-3.08016678248784
-82820,-38.56,-3.07220986796387
-82800,-38.72,-3.19952050034746
-82780,-37.83,-2.49135510771369
-82760,-36.99,-1.82297428769979
-82740,-38.41,-2.95285615010424
-82720,-37.41,-2.15716469770674
-82700,-37.29,-2.06168172341904
-82680,-37.89,-2.53909659485754
-82660,-38.34,-2.89715774843642
-82640,-38.06,-2.67436414176512
-82620,-38.22,-2.80167477414871
-82600,-38.16,-2.75393328700486
-82580,-37.43,-2.17307852675469
-82560,-38.37,-2.92102849200834
-82540,-37.37,-2.12533703961084
-82520,-37.82,-2.48339819318972
-82500,-38.11,-2.71414871438499
-82480,-37.64,-2.34017373175817
-82460,-37.84,-2.49931202223767
-82440,-38.76,-3.23134815844336
-82420,-38.26,-2.83350243224461
-82400,-37.89,-2.53909659485754
-82380,-37.55,-2.26856150104239
-82360,-37.94,-2.57888116747741
-82340,-38.61,-3.11199444058374
-82320,-38.27,-2.84145934676859
-82300,-38.23,-2.80963168867269
-82280,-38.56,-3.07220986796387
-82260,-39.18,-3.56553856845031
-82240,-38.33,-2.88920083391244
-82220,-37.24,-2.02189715079917
-82200,-37.85,-2.50726893676164
-82180,-37.7,-2.38791521890202
-82160,-37.2,-1.99006949270327
-82140,-38.1,-2.70619179986102
-82120,-37.76,-2.43565670604586
-82100,-37.48,-2.21286309937456
-82080,-38,-2.62662265462127
-82060,-38.57,-3.08016678248784
-82040,-37.9,-2.54705350938151
-82020,-38.44,-2.97672689367616
-82000,-38.24,-2.81758860319667
-81980,-37.61,-2.31630298818624
-81960,-38.79,-3.25521890201529
-81940,-38.08,-2.69027797081306
-81920,-38.16,-2.75393328700486
-81900,-38.02,-2.64253648366922
-81880,-37.76,-2.43565670604586
-81860,-37.83,-2.49135510771369
-81840,-37.23,-2.01394023627519
-81820,-36.91,-1.75931897150799
-81800,-36.97,-1.80706045865184
-81780,-37.64,-2.34017373175817
-81760,-38.06,-2.67436414176512
-81740,-38.31,-2.87328700486449
-81720,-37.18,-1.97415566365532
-81700,-37.64,-2.34017373175817
-81680,-37.69,-2.37995830437804
-81660,-37.97,-2.60275191104934
-81640,-37.65,-2.34813064628214
-81620,-37.96,-2.59479499652537
-81600,-37.44,-2.18103544127866
-81580,-37.96,-2.59479499652537
-81560,-38.02,-2.64253648366922
-81540,-38.44,-2.97672689367616
-81520,-38.51,-3.03242529534399
-81500,-38.24,-2.81758860319667
-81480,-38.04,-2.65845031271716
-81460,-37.37,-2.12533703961084
-81440,-38.7,-3.18360667129952
-81420,-38.33,-2.88920083391244
-81400,-37.88,-2.53113968033357
-81380,-38.23,-2.80963168867269
-81360,-38.6,-3.10403752605977
-81340,-38.58,-3.08812369701181
-81320,-38.32,-2.88124391938846
-81300,-38.13,-2.73006254343294
-81280,-37.8,-2.46748436414176
-81260,-38.28,-2.84941626129257
-81240,-38.4,-2.94489923558026
-81220,-38.31,-2.87328700486449
-81200,-38.17,-2.76189020152884
-81180,-38.03,-2.65049339819319
-81160,-39.02,-3.43822793606672
-81140,-38.76,-3.23134815844336
-81120,-38.09,-2.69823488533704
-81100,-38.32,-2.88124391938846
-81080,-39.74,-4.01112578179291
-81060,-37.66,-2.35608756080611
-81040,-38.08,-2.69027797081306
-81020,-38.33,-2.88920083391244
-81000,-38.75,-3.22339124391939
-80980,-39.11,-3.50984016678249
-80960,-38.66,-3.15177901320361
-80940,-38.84,-3.29500347463517
-80920,-38.57,-3.08016678248784
-80900,-38.15,-2.74597637248089
-80880,-38.64,-3.13586518415566
-80860,-38.91,-3.35070187630299
-80840,-38.36,-2.91307157748436
-80820,-38.01,-2.63457956914524
-80800,-39.26,-3.62919388464211
-80780,-38.71,-3.19156358582349
-80760,-38.57,-3.08016678248784
-80740,-38.66,-3.15177901320361
-80720,-39.04,-3.45414176511466
-80700,-39.29,-3.65306462821404
-80680,-39.75,-4.01908269631689
-80660,-39.33,-3.68489228630994
-80640,-39.99,-4.21004864489229
-80620,-38.42,-2.96081306462822
-80600,-38.04,-2.65845031271716
-80580,-40.11,-4.30553161917999
-80560,-38.88,-3.32683113273107
-80540,-38.91,-3.35070187630299
-80520,-38.43,-2.96876997915219
-80500,-38.73,-3.20747741487144
-80480,-38.79,-3.25521890201529
-80460,-39.44,-3.77241834607366
-80440,-39.46,-3.78833217512161
-80420,-39.32,-3.67693537178596
-80400,-39.4,-3.74059068797776
-80380,-39.51,-3.82811674774149
-80360,-40.03,-4.24187630298819
-80340,-38.73,-3.20747741487144
-80320,-39.1,-3.50188325225851
-80300,-39.55,-3.85994440583739
-80280,-40.35,-4.49649756775539
-80260,-39.16,-3.54962473940236
-80240,-39.54,-3.85198749131341
-80220,-39.91,-4.14639332870048
-80200,-37.79,-2.45952744961779
-80180,-39.04,-3.45414176511466
-80160,-39.59,-3.89177206393329
-80140,-39.36,-3.70876302988186
-80120,-38.86,-3.31091730368311
-80100,-39.16,-3.54962473940236
-80080,-40.03,-4.24187630298819
-80060,-39.32,-3.67693537178596
-80040,-39.13,-3.52575399583044
-80020,-39.21,-3.58940931202224
-80000,-39.71,-3.98725503822099
-79980,-39.72,-3.99521195274496
-79960,-39.92,-4.15435024322446
-79940,-39.84,-4.09069492703266
-79920,-39.14,-3.53371091035441
-79900,-39.76,-4.02703961084086
-79880,-39.1,-3.50188325225851
-79860,-39,-3.42231410701876
-79840,-40.18,-4.36123002084781
-79820,-40.09,-4.28961779013204
-79800,-39.35,-3.70080611535789
-79780,-39.87,-4.11456567060458
-79760,-40.01,-4.22596247394024
-79740,-40.34,-4.48854065323141
-79720,-40.28,-4.44079916608756
-79700,-38.82,-3.27908964558721
-79680,-41.19,-5.16487838776928
-79660,-40.76,-4.82273106323836
-79640,-39.85,-4.09865184155664
-79620,-39,-3.42231410701876
-79600,-39.59,-3.89177206393329
-79580,-40.34,-4.48854065323141
-79560,-40.78,-4.83864489228631
-79540,-39.97,-4.19413481584434
-79520,-40.07,-4.27370396108409
-79500,-40.28,-4.44079916608756
-79480,-39.89,-4.13047949965254
-79460,-39.42,-3.75650451702571
-79440,-39.93,-4.16230715774844
-79420,-39.94,-4.17026407227241
-79400,-40.68,-4.75907574704656
-79380,-39.99,-4.21004864489229
-79360,-40,-4.21800555941626
-79340,-41.55,-5.45132731063238
-79320,-39.6,-3.89972897845726
-79300,-41.04,-5.04552466990966
-79280,-41.01,-5.02165392633773
-79260,-40.68,-4.75907574704656
-79240,-40.24,-4.40897150799166
-79220,-38.98,-3.40640027797081
-79200,-37.88,-2.53113968033357
-79180,-38.66,-3.15177901320361
-79160,-38.51,-3.03242529534399
-79140,-38.42,-2.96081306462822
-79120,-39.47,-3.79628908964559
-79100,-39.23,-3.60532314107019
-79080,-39.5,-3.82015983321751
-79060,-39.69,-3.97134120917304
-79040,-39.08,-3.48596942321056
-79020,-39.1,-3.50188325225851
-79000,-38.47,-3.00059763724809
-78980,-38.91,-3.35070187630299
-78960,-38.65,-3.14382209867964
-78940,-39.36,-3.70876302988186
-78920,-39.63,-3.92359972202919
-78900,-39,-3.42231410701876
-78880,-38.49,-3.01651146629604
-78860,-38.79,-3.25521890201529
-78840,-39.47,-3.79628908964559
-78820,-39.22,-3.59736622654621
-78800,-39.54,-3.85198749131341
-78780,-39.11,-3.50984016678249
-78760,-39.32,-3.67693537178596
-78740,-39.04,-3.45414176511466
-78720,-40.32,-4.47262682418346
-78700,-40.63,-4.71929117442669
-78680,-40.43,-4.56015288394719
-78660,-40.14,-4.32940236275191
-78640,-40.74,-4.80681723419041
-78620,-40.27,-4.43284225156359
-78600,-40.1,-4.29757470465601
-78580,-40.3,-4.45671299513551
-78560,-40.71,-4.78294649061849
-78540,-39.96,-4.18617790132036
-78520,-40.77,-4.83068797776234
-78500,-40.83,-4.87842946490618
-78480,-39.66,-3.94747046560111
-78460,-39.71,-3.98725503822099
-78440,-40.35,-4.49649756775539
-78420,-39.67,-3.95542738012509
-78400,-40.93,-4.95799861014594
-78380,-40.34,-4.48854065323141
-78360,-41.15,-5.13305072967338
-78340,-41.51,-5.41949965253648
-78320,-40.44,-4.56810979847116
-78300,-41.04,-5.04552466990966
-78280,-40.69,-4.76703266157053
-78260,-40.62,-4.71133425990271
-78240,-41.59,-5.48315496872829
-78220,-40.65,-4.73520500347463
-78200,-42.07,-5.86508686587908
-78180,-40.47,-4.59198054204309
-78160,-40.83,-4.87842946490618
-78140,-41.07,-5.06939541348159
-78120,-40.26,-4.42488533703961
-78100,-40.41,-4.54423905489923
-78080,-40.26,-4.42488533703961
-78060,-39.97,-4.19413481584434
-78040,-39.7,-3.97929812369701
-78020,-38.64,-3.13586518415566
-78000,-38.94,-3.37457261987491
-77980,-39.54,-3.85198749131341
-77960,-38.58,-3.08812369701181
-77940,-39.64,-3.93155663655316
-77920,-38.83,-3.28704656011119
-77900,-39.24,-3.61328005559416
-77880,-39.01,-3.43027102154274
-77860,-39.55,-3.85994440583739
-77840,-39.79,-4.05091035441279
-77820,-41.86,-5.69799166087561
-77800,-41.26,-5.22057678943711
-77780,-40.73,-4.79886031966643
-77760,-41.03,-5.03756775538569
-77740,-42.04,-5.84121612230716
-77720,-41.68,-5.55476719944406
-77700,-42.71,-6.37432939541348
-77680,-42.36,-6.09583738707436
-77660,-42.45,-6.16744961779014
-77640,-42.92,-6.54142460041696
-77620,-42.57,-6.26293259207783
-77600,-43.15,-6.72443363446838
-77580,-41.97,-5.78551772063933
-77560,-42.38,-6.11175121612231
-77540,-42.35,-6.08788047255038
