"year","Ts","dOsea","dTsVscales"
-1168000,2.254304,3.56,0.0227012220504288
-1166000,2.359526,3.53,0.228343300279495
-1164000,1.905384,3.66,-0.659215429749443
-1162000,2.1144,3.6,-0.25072210493974
-1160000,2.1144,3.6,-0.25072210493974
-1158000,1.835936,3.68,-0.794942093839206
-1156000,1.455974,3.79,-1.53752610980614
-1154000,1.559264,3.76,-1.33565986263083
-1152000,1.59375,3.75,-1.26826166919402
-1150000,1.352936,3.82,-1.73889985727878
-1148000,0.672456000000003,4.02,-3.06880540358388
-1146000,1.215944,3.86,-2.00663207659372
-1144000,0.773813999999998,3.99,-2.87071498746234
-1142000,0.841525999999998,3.97,-2.73838109910205
-1140000,0.672456000000003,4.02,-3.06880540358388
-1138000,0.672456000000003,4.02,-3.06880540358388
-1136000,-0.0631360000000014,4.24,-4.50641985311609
-1134000,0.00317600000000162,4.22,-4.37682207421503
-1132000,0.571350000000002,4.05,-3.26640332000277
-1130000,-0.327264000000001,4.32,-5.02262208115287
-1128000,-0.524184,4.38,-5.4074754202347
-1126000,-0.915,4.5,-6.17127210196639
-1124000,-0.393016000000001,4.34,-5.15112541627022
-1122000,-0.817673999999998,4.47,-5.98106168108746
-1120000,0.436933999999999,4.09,-3.52910109791271
-1118000,0.0695999999999981,4.2,-4.24700540655726
-1116000,0.269544000000001,4.14,-3.85624207104345
-1114000,0.336416000000001,4.12,-3.72554984835871
-1112000,1.284384,3.84,-1.87287541131463
-1110000,1.25015,3.85,-1.93978110504876
-1108000,1.870646,3.67,-0.727106122888917
-1106000,1.318646,3.83,-1.80591499539129
-1104000,0.977285999999998,3.93,-2.47305665611125
-1102000,0.638725999999999,4.03,-3.13472609791271
-1100000,0.470496000000001,4.08,-3.463508736719
-1098000,-0.228425999999999,4.29,-4.82945666205796
-1096000,0.638725999999999,4.03,-3.13472609791271
-1094000,0.74,4,-2.93679984835871
-1092000,0.706214000000002,4.01,-3.00282998706589
-1090000,0.909349999999998,3.95,-2.60582832198502
-1088000,1.045334,3.91,-2.34006610148073
-1086000,1.113494,3.89,-2.20685665809348
-1084000,1.7666,3.7,-0.930449869172222
-1082000,1.387254,3.81,-1.67182999697709
-1080000,2.079494,3.61,-0.318941131214323
-1078000,2.324424,3.54,0.159741218680622
-1076000,2.535456,3.48,0.572174541111639
-1074000,2.747496,3.42,0.986577862353313
-1072000,3.497574,3.21,2.4525032273331
-1070000,3.031784,3.34,1.54218006660324
-1068000,3.067446,3.33,1.61187659198581
-1066000,2.535456,3.48,0.572174541111639
-1064000,1.905384,3.66,-0.659215429749443
-1062000,0.943304,3.94,-2.53946985014272
-1060000,0.470496000000001,4.08,-3.463508736719
-1058000,-0.029994000000003,4.23,-4.44164832476016
-1056000,0.336416000000001,4.12,-3.72554984835871
-1054000,-0.0962499999999999,4.25,-4.57113665928283
-1052000,-0.162393999999996,4.27,-4.70040610504876
-1050000,0.136136000000001,4.18,-4.11696985014272
-1048000,-0.228425999999999,4.29,-4.82945666205796
-1046000,0.00317600000000162,4.22,-4.37682207421503
-1044000,-0.524184,4.38,-5.4074754202347
-1042000,-0.029994000000003,4.23,-4.44164832476016
-1040000,-0.360153999999999,4.33,-5.08690110980614
-1038000,-1.044376,4.54,-6.42411988582303
-1036000,-0.360153999999999,4.33,-5.08690110980614
-1034000,-0.458656,4.36,-5.27940986263083
-1032000,0.470496000000001,4.08,-3.463508736719
-1030000,0.909349999999998,3.95,-2.60582832198502
-1028000,1.284384,3.84,-1.87287541131463
-1026000,1.181766,3.87,-2.07342832594949
-1024000,1.974944,3.64,-0.523269876902948
-1022000,2.219286,3.57,-0.045736692980888
-1020000,1.318646,3.83,-1.80591499539129
-1018000,1.490376,3.78,-1.47029208293688
-1016000,1.662806,3.73,-1.13330111575286
-1014000,0.773813999999998,3.99,-2.87071498746234
-1012000,0.302965999999999,4.13,-3.79092332079568
-1010000,0.336416000000001,4.12,-3.72554984835871
-1008000,0.00317600000000162,4.22,-4.37682207421503
-1006000,0.00317600000000162,4.22,-4.37682207421503
-1004000,-0.195424000000001,4.28,-4.76495874464796
-1002000,0.23615,4.15,-3.92150609910205
-1e+06,0.943304,3.94,-2.53946985014272
-998000,1.284384,3.84,-1.87287541131463
-996000,1.284384,3.84,-1.87287541131463
-994000,0.943304,3.94,-2.53946985014272
-992000,0.537704,4.06,-3.33215984776404
-990000,0.369894,4.11,-3.66012165373256
-988000,0.0363739999999999,4.21,-4.31194110148074
-986000,-0.0631360000000014,4.24,-4.50641985311609
-984000,0.23615,4.15,-3.92150609910205
-982000,0.773813999999998,3.99,-2.87071498746234
-980000,1.559264,3.76,-1.33565986263083
-978000,1.697376,3.72,-1.0657387557485
-976000,1.524806,3.77,-1.40300333387845
-974000,1.181766,3.87,-2.07342832594949
-972000,0.807656,3.98,-2.80457540437679
-970000,0.436933999999999,4.09,-3.52910109791271
-968000,0.0363739999999999,4.21,-4.31194110148074
-966000,-0.261399999999998,4.3,-4.89389985727878
-964000,-1.173304,4.58,-6.67609211465271
-962000,-0.654904,4.42,-5.66294986917222
-960000,0.202784000000002,4.16,-3.98671540497146
-958000,1.662806,3.73,-1.13330111575286
-956000,3.067446,3.33,1.61187659198581
-954000,2.853894,3.39,1.19451827252815
-952000,3.1746,3.3,1.82129450126863
-950000,2.676704,3.44,0.848224533182682
-948000,2.535456,3.48,0.572174541111639
-946000,2.009766,3.63,-0.455215017195928
-944000,2.219286,3.57,-0.045736692980888
-942000,1.801254,3.69,-0.862723342600303
-940000,1.113494,3.89,-2.20685665809348
-938000,1.215944,3.86,-2.00663207659372
-936000,0.672456000000003,4.02,-3.06880540358388
-934000,0.807656,3.98,-2.80457540437679
-932000,0.504085999999999,4.07,-3.39786165333611
-930000,0.403400000000001,4.1,-3.59463873691722
-928000,-0.129335999999998,4.26,-4.63579874326039
-926000,-0.524184,4.38,-5.4074754202347
-924000,-0.687513999999999,4.43,-5.72668167593364
-922000,-1.07665,4.55,-6.48719502631423
-920000,-0.947385999999998,4.51,-6.23456613121432
-918000,-0.491433999999999,4.37,-5.34347000252736
-916000,0.537704,4.06,-3.33215984776404
-914000,0.638725999999999,4.03,-3.13472609791271
-912000,0.436933999999999,4.09,-3.52910109791271
-910000,0.773813999999998,3.99,-2.87071498746234
-908000,0.773813999999998,3.99,-2.87071498746234
-906000,0.336416000000001,4.12,-3.72554984835871
-904000,0.269544000000001,4.14,-3.85624207104345
-902000,0.169446,4.17,-4.05186998865168
-9e+05,-0.228425999999999,4.29,-4.82945666205796
-898000,-0.360153999999999,4.33,-5.08690110980614
-896000,-0.5896,4.4,-5.53532208908183
-894000,-0.622265999999998,4.41,-5.59916334022162
-892000,-0.327264000000001,4.32,-5.02262208115287
-890000,-0.556905999999999,4.39,-5.47142611575286
-888000,-0.752650000000001,4.45,-5.85398112288892
-886000,-0.817673999999998,4.47,-5.98106168108746
-884000,-0.817673999999998,4.47,-5.98106168108746
-882000,-0.654904,4.42,-5.66294986917222
-880000,-1.493664,4.68,-7.30219213348399
-878000,-1.205466,4.59,-6.73894836638718
-876000,-1.525546,4.69,-7.3645011633266
-874000,-1.493664,4.68,-7.30219213348399
-872000,-1.461754,4.67,-7.23982838145219
-870000,-0.947385999999998,4.51,-6.23456613121432
-868000,-0.327264000000001,4.32,-5.02262208115287
-866000,0.537704,4.06,-3.33215984776404
-864000,2.184296,3.58,-0.114119885823025
-862000,1.835936,3.68,-0.794942093839206
-860000,2.64135,3.45,0.779129951881145
-858000,2.747496,3.42,0.986577862353313
-856000,2.606024,3.46,0.710090092768791
-854000,2.009766,3.63,-0.455215017195928
-852000,1.94015,3.65,-0.591270014420792
-850000,2.465,3.5,0.434477878211226
-848000,2.009766,3.63,-0.455215017195928
-846000,2.184296,3.58,-0.114119885823025
-844000,1.870646,3.67,-0.727106122888917
-842000,1.387254,3.81,-1.67182999697709
-840000,0.672456000000003,4.02,-3.06880540358388
-838000,0.773813999999998,3.99,-2.87071498746234
-836000,1.352936,3.82,-1.73889985727878
-834000,0.909349999999998,3.95,-2.60582832198502
-832000,0.504085999999999,4.07,-3.39786165333611
-830000,0.605024000000001,4.04,-3.20059207005233
-828000,0.909349999999998,3.95,-2.60582832198502
-826000,0.369894,4.11,-3.66012165373256
-824000,1.011296,3.92,-2.40658873989058
-822000,1.0794,3.9,-2.2734887408817
-820000,0.875424,3.96,-2.67213207163813
-818000,1.0794,3.9,-2.2734887408817
-816000,0.470496000000001,4.08,-3.463508736719
-814000,0.336416000000001,4.12,-3.72554984835871
-812000,-0.524184,4.38,-5.4074754202347
-810000,-0.294346,4.31,-4.95828833031042
-808000,-0.882586000000001,4.49,-6.10792335052926
-806000,-1.012074,4.53,-6.36099002314265
-804000,-1.07665,4.55,-6.48719502631423
-802000,-1.652794,4.73,-7.6131900608052
-8e+05,-1.493664,4.68,-7.30219213348399
-798000,-1.493664,4.68,-7.30219213348399
-796000,-1.461754,4.67,-7.23982838145219
-794000,-1.684536,4.74,-7.67522547970188
-792000,-0.162393999999996,4.27,-4.70040610504876
-790000,0.202784000000002,4.16,-3.98671540497146
-788000,1.7666,3.7,-0.930449869172222
-786000,1.835936,3.68,-0.794942093839206
-784000,2.28935,3.55,0.0911938592709327
-782000,2.324424,3.54,0.159741218680622
-780000,2.535456,3.48,0.572174541111639
-778000,2.254304,3.56,0.0227012220504288
-776000,1.974944,3.64,-0.523269876902948
-774000,1.559264,3.76,-1.33565986263083
-772000,1.181766,3.87,-2.07342832594949
-770000,0.773813999999998,3.99,-2.87071498746234
-768000,0.504085999999999,4.07,-3.39786165333611
-766000,0.369894,4.11,-3.66012165373256
-764000,-0.195424000000001,4.28,-4.76495874464796
-762000,0.369894,4.11,-3.66012165373256
-760000,-0.360153999999999,4.33,-5.08690110980614
-758000,-0.129335999999998,4.26,-4.63579874326039
-756000,-1.205466,4.59,-6.73894836638718
-754000,-1.07665,4.55,-6.48719502631423
-752000,-0.850144000000003,4.48,-6.04451987690296
-750000,-1.2376,4.6,-6.80174989593245
-748000,-1.205466,4.59,-6.73894836638718
-746000,-1.461754,4.67,-7.23982838145219
-744000,-0.850144000000003,4.48,-6.04451987690296
-742000,0.169446,4.17,-4.05186998865168
-740000,0.369894,4.11,-3.66012165373256
-738000,0.0363739999999999,4.21,-4.31194110148074
-736000,0.102854,4.19,-4.18201498944458
-734000,0.23615,4.15,-3.92150609910205
-732000,0.672456000000003,4.02,-3.06880540358388
-730000,0.202784000000002,4.16,-3.98671540497146
-728000,0.202784000000002,4.16,-3.98671540497146
-726000,-0.327264000000001,4.32,-5.02262208115287
-724000,-0.720096,4.44,-5.79035876050587
-722000,-1.39785,4.65,-7.11493671082105
-720000,-1.429816,4.66,-7.17740990723121
-718000,-1.71625,4.75,-7.73720617640938
-716000,-1.269706,4.61,-6.86449670328854
-714000,-0.228425999999999,4.29,-4.82945666205796
-712000,0.537704,4.06,-3.33215984776404
-710000,0.807656,3.98,-2.80457540437679
-708000,0.638725999999999,4.03,-3.13472609791271
-706000,0.977285999999998,3.93,-2.47305665611125
-704000,1.284384,3.84,-1.87287541131463
-702000,1.559264,3.76,-1.33565986263083
-7e+05,1.94015,3.65,-0.591270014420792
-698000,2.219286,3.57,-0.045736692980888
-696000,2.465,3.5,0.434477878211226
-694000,1.974944,3.64,-0.523269876902948
-692000,1.731974,3.71,-0.99812167355495
-690000,1.7666,3.7,-0.930449869172222
-688000,0.909349999999998,3.95,-2.60582832198502
-686000,0.302965999999999,4.13,-3.79092332079568
-684000,0.638725999999999,4.03,-3.13472609791271
-682000,0.23615,4.15,-3.92150609910205
-680000,0.269544000000001,4.14,-3.85624207104345
-678000,-0.129335999999998,4.26,-4.63579874326039
-676000,-0.5896,4.4,-5.53532208908183
-674000,-0.785176,4.46,-5.91754876308278
-672000,-0.979743999999997,4.52,-6.29780543827307
-670000,-0.654904,4.42,-5.66294986917222
-668000,-1.39785,4.65,-7.11493671082105
-666000,-0.915,4.5,-6.17127210196639
-664000,-1.173304,4.58,-6.67609211465271
-662000,-1.8744,4.8,-8.0462888271091
-660000,-1.365856,4.64,-7.0524087922217
-658000,-1.173304,4.58,-6.67609211465271
-656000,-1.141114,4.57,-6.61318114072907
-654000,-1.779594,4.77,-7.86100340325682
-652000,-1.842826,4.79,-7.98458174134753
-650000,-1.589226,4.71,-7.48895505644427
-648000,-1.71625,4.75,-7.73720617640938
-646000,-1.621024,4.72,-7.55109991971932
-644000,-1.493664,4.68,-7.30219213348399
-642000,-1.71625,4.75,-7.73720617640938
-640000,-2.530986,5.01,-9.32949680240049
-638000,-1.8744,4.8,-8.0462888271091
-636000,-2.5,5,-9.2689388826118
-634000,-2.282314,4.93,-8.84350122279377
-632000,-2.65465,5.05,-9.57118125966342
-630000,-2.747104,5.08,-9.75187001962417
-628000,-2.530986,5.01,-9.32949680240049
-626000,-2.1886,4.9,-8.6603499643197
-624000,-1.333834,4.63,-6.98982615143316
-622000,-0.294346,4.31,-4.95828833031042
-620000,0.436933999999999,4.09,-3.52910109791271
-618000,1.387254,3.81,-1.67182999697709
-616000,1.905384,3.66,-0.659215429749443
-614000,2.359526,3.53,0.228343300279495
-612000,2.394656,3.52,0.297000104067555
-610000,2.500214,3.49,0.503298848566837
-608000,1.4216,3.8,-1.6047054144862
-606000,1.4216,3.8,-1.6047054144862
-604000,1.524806,3.77,-1.40300333387845
-602000,0.841525999999998,3.97,-2.73838109910205
-6e+05,0.504085999999999,4.07,-3.39786165333611
-599000,0.672456000000003,4.02,-3.06880540358388
-598000,0.773813999999998,3.99,-2.87071498746234
-597000,1.4216,3.8,-1.6047054144862
-596000,1.113494,3.89,-2.20685665809348
-595000,1.147616,3.88,-2.14016985311608
-594000,1.0794,3.9,-2.2734887408817
-593000,0.773813999999998,3.99,-2.87071498746234
-592000,0.672456000000003,4.02,-3.06880540358388
-591000,0.504085999999999,4.07,-3.39786165333611
-590000,0.436933999999999,4.09,-3.52910109791271
-589000,0.504085999999999,4.07,-3.39786165333611
-588000,0.102854,4.19,-4.18201498944458
-587000,0.369894,4.11,-3.66012165373256
-586000,0.136136000000001,4.18,-4.11696985014272
-585000,-0.360153999999999,4.33,-5.08690110980614
-584000,-0.294346,4.31,-4.95828833031042
-583000,-0.228425999999999,4.29,-4.82945666205796
-582000,0.302965999999999,4.13,-3.79092332079568
-581000,0.74,4,-2.93679984835871
-580000,1.801254,3.69,-0.862723342600303
-579000,2.219286,3.57,-0.045736692980888
-578000,2.465,3.5,0.434477878211226
-577000,2.535456,3.48,0.572174541111639
-576000,2.606024,3.46,0.710090092768791
-575000,2.853894,3.39,1.19451827252815
-574000,1.662806,3.73,-1.13330111575286
-573000,1.94015,3.65,-0.591270014420792
-572000,2.149334,3.59,-0.182448356475979
-571000,1.113494,3.89,-2.20685665809348
-570000,1.045334,3.91,-2.34006610148073
-569000,0.841525999999998,3.97,-2.73838109910205
-568000,0.74,4,-2.93679984835871
-567000,0.943304,3.94,-2.53946985014272
-566000,1.215944,3.86,-2.00663207659372
-565000,0.875424,3.96,-2.67213207163813
-564000,0.706214000000002,4.01,-3.00282998706589
-563000,0.169446,4.17,-4.05186998865168
-562000,0.269544000000001,4.14,-3.85624207104345
-561000,0.0363739999999999,4.21,-4.31194110148074
-560000,0.269544000000001,4.14,-3.85624207104345
-559000,0.169446,4.17,-4.05186998865168
-558000,-0.0962499999999999,4.25,-4.57113665928283
-557000,-0.42585,4.35,-5.21529500054512
-556000,-0.556905999999999,4.39,-5.47142611575286
-555000,-0.0962499999999999,4.25,-4.57113665928283
-554000,-0.228425999999999,4.29,-4.82945666205796
-553000,-0.785176,4.46,-5.91754876308278
-552000,-0.979743999999997,4.52,-6.29780543827307
-551000,-0.752650000000001,4.45,-5.85398112288892
-550000,-0.915,4.5,-6.17127210196639
-549000,-1.012074,4.53,-6.36099002314265
-548000,-1.07665,4.55,-6.48719502631423
-547000,-1.012074,4.53,-6.36099002314265
-546000,-0.947385999999998,4.51,-6.23456613121432
-545000,-0.687513999999999,4.43,-5.72668167593364
-544000,-0.785176,4.46,-5.91754876308278
-543000,-0.752650000000001,4.45,-5.85398112288892
-542000,-0.752650000000001,4.45,-5.85398112288892
-541000,-0.915,4.5,-6.17127210196639
-540000,-1.012074,4.53,-6.36099002314265
-539000,-0.850144000000003,4.48,-6.04451987690296
-538000,-1.044376,4.54,-6.42411988582303
-537000,-0.687513999999999,4.43,-5.72668167593364
-536000,-1.07665,4.55,-6.48719502631423
-535000,-0.228425999999999,4.29,-4.82945666205796
-534000,-0.162393999999996,4.27,-4.70040610504876
-533000,0.369894,4.11,-3.66012165373256
-532000,0.706214000000002,4.01,-3.00282998706589
-531000,1.011296,3.92,-2.40658873989058
-530000,0.841525999999998,3.97,-2.73838109910205
-529000,0.773813999999998,3.99,-2.87071498746234
-528000,1.011296,3.92,-2.40658873989058
-527000,0.875424,3.96,-2.67213207163813
-526000,0.841525999999998,3.97,-2.73838109910205
-525000,1.011296,3.92,-2.40658873989058
-524000,1.318646,3.83,-1.80591499539129
-523000,0.977285999999998,3.93,-2.47305665611125
-522000,1.147616,3.88,-2.14016985311608
-521000,1.045334,3.91,-2.34006610148073
-520000,0.909349999999998,3.95,-2.60582832198502
-519000,0.875424,3.96,-2.67213207163813
-518000,0.504085999999999,4.07,-3.39786165333611
-517000,0.875424,3.96,-2.67213207163813
-516000,0.706214000000002,4.01,-3.00282998706589
-515000,0.403400000000001,4.1,-3.59463873691722
-514000,0.403400000000001,4.1,-3.59463873691722
-513000,-0.0962499999999999,4.25,-4.57113665928283
-512000,0.00317600000000162,4.22,-4.37682207421503
-511000,0.537704,4.06,-3.33215984776404
-510000,0.269544000000001,4.14,-3.85624207104345
-509000,0.537704,4.06,-3.33215984776404
-508000,0.202784000000002,4.16,-3.98671540497146
-507000,0.977285999999998,3.93,-2.47305665611125
-506000,0.706214000000002,4.01,-3.00282998706589
-505000,1.215944,3.86,-2.00663207659372
-504000,1.045334,3.91,-2.34006610148073
-503000,1.387254,3.81,-1.67182999697709
-502000,1.59375,3.75,-1.26826166919402
-501000,1.490376,3.78,-1.47029208293688
-5e+05,1.284384,3.84,-1.87287541131463
-499000,1.59375,3.75,-1.26826166919402
-498000,1.352936,3.82,-1.73889985727878
-497000,1.835936,3.68,-0.794942093839206
-496000,1.318646,3.83,-1.80591499539129
-495000,1.318646,3.83,-1.80591499539129
-494000,1.318646,3.83,-1.80591499539129
-493000,1.697376,3.72,-1.0657387557485
-492000,2.009766,3.63,-0.455215017195928
-491000,2.570726,3.47,0.641104955845623
-490000,2.324424,3.54,0.159741218680622
-489000,2.1144,3.6,-0.25072210493974
-488000,1.870646,3.67,-0.727106122888917
-487000,1.697376,3.72,-1.0657387557485
-486000,1.559264,3.76,-1.33565986263083
-485000,1.387254,3.81,-1.67182999697709
-484000,1.455974,3.79,-1.53752610980614
-483000,0.841525999999998,3.97,-2.73838109910205
-482000,0.706214000000002,4.01,-3.00282998706589
-481000,0.169446,4.17,-4.05186998865168
-480000,0.336416000000001,4.12,-3.72554984835871
-479000,0.336416000000001,4.12,-3.72554984835871
-478000,0.00317600000000162,4.22,-4.37682207421503
-477000,-0.162393999999996,4.27,-4.70040610504876
-476000,-0.261399999999998,4.3,-4.89389985727878
-475000,-0.42585,4.35,-5.21529500054512
-474000,-0.556905999999999,4.39,-5.47142611575286
-473000,-0.458656,4.36,-5.27940986263083
-472000,-0.327264000000001,4.32,-5.02262208115287
-471000,-0.0962499999999999,4.25,-4.57113665928283
-470000,-0.360153999999999,4.33,-5.08690110980614
-469000,-0.947385999999998,4.51,-6.23456613121432
-468000,-0.524184,4.38,-5.4074754202347
-467000,-0.720096,4.44,-5.79035876050587
-466000,-0.785176,4.46,-5.91754876308278
-465000,-1.141114,4.57,-6.61318114072907
-464000,-0.720096,4.44,-5.79035876050587
-463000,-1.269706,4.61,-6.86449670328854
-462000,-1.269706,4.61,-6.86449670328854
-461000,-1.205466,4.59,-6.73894836638718
-460000,-1.108896,4.56,-6.55021544461624
-459000,-1.333834,4.63,-6.98982615143316
-458000,-1.07665,4.55,-6.48719502631423
-457000,-1.333834,4.63,-6.98982615143316
-456000,-1.301784,4.62,-6.92718878845544
-455000,-0.622265999999998,4.41,-5.59916334022162
-454000,-1.2376,4.6,-6.80174989593245
-453000,-1.108896,4.56,-6.55021544461624
-452000,-1.652794,4.73,-7.6131900608052
-451000,-1.173304,4.58,-6.67609211465271
-450000,-1.71625,4.75,-7.73720617640938
-449000,-1.652794,4.73,-7.6131900608052
-448000,-1.779594,4.77,-7.86100340325682
-447000,-0.947385999999998,4.51,-6.23456613121432
-446000,-1.937464,4.82,-8.16953883206471
-445000,-2.219866,4.91,-8.72145510600024
-444000,-1.937464,4.82,-8.16953883206471
-443000,-2.219866,4.91,-8.72145510600024
-442000,-2.375776,4.96,-9.02615998156518
-441000,-2.34465,4.95,-8.96532845083057
-440000,-1.747936,4.76,-7.79913215092769
-439000,-2.094634,4.87,-8.47670620614296
-438000,-1.842826,4.79,-7.98458174134753
-437000,-2.1886,4.9,-8.6603499643197
-436000,-2.716314,5.07,-9.69169515515978
-435000,-2.561944,5.02,-9.39
-434000,-2.747104,5.08,-9.75187001962417
-433000,-2.747104,5.08,-9.75187001962417
-432000,-2.65465,5.05,-9.57118125966342
-431000,-2.65465,5.05,-9.57118125966342
-430000,-2.437944,4.98,-9.14765887646687
-429000,-2.219866,4.91,-8.72145510600024
-428000,-1.621024,4.72,-7.55109991971932
-427000,-0.261399999999998,4.3,-4.89389985727878
-426000,-0.915,4.5,-6.17127210196639
-425000,-0.261399999999998,4.3,-4.89389985727878
-424000,1.011296,3.92,-2.40658873989058
-423000,0.672456000000003,4.02,-3.06880540358388
-422000,0.943304,3.94,-2.53946985014272
-421000,1.25015,3.85,-1.93978110504876
-420000,1.524806,3.77,-1.40300333387845
-419000,1.387254,3.81,-1.67182999697709
-418000,1.59375,3.75,-1.26826166919402
-417000,2.219286,3.57,-0.045736692980888
-416000,2.429814,3.51,0.365711630044801
-415000,2.782934,3.41,1.05583661022241
-414000,2.782934,3.41,1.05583661022241
-413000,2.889416,3.38,1.2639411869648
-412000,3.138854,3.31,1.75143380931851
-411000,3.210374,3.29,1.89120991540795
-410000,3.71415,3.15,2.87577154322273
-409000,3.461576,3.22,2.3821500356803
-408000,3.641846,3.17,2.73446321583611
-407000,3.497574,3.21,2.4525032273331
-406000,3.569654,3.19,2.59337377720623
-405000,3.859094,3.11,3.15904486426618
-404000,3.5336,3.2,2.52291114117507
-403000,3.71415,3.15,2.87577154322273
-402000,3.641846,3.17,2.73446321583611
-401000,3.5336,3.2,2.52291114117507
-4e+05,3.103136,3.32,1.68162783955757
-399000,2.535456,3.48,0.572174541111639
-398000,2.324424,3.54,0.159741218680622
-397000,2.570726,3.47,0.641104955845623
-396000,1.697376,3.72,-1.0657387557485
-395000,1.559264,3.76,-1.33565986263083
-394000,1.011296,3.92,-2.40658873989058
-393000,1.215944,3.86,-2.00663207659372
-392000,0.841525999999998,3.97,-2.73838109910205
-391000,0.74,4,-2.93679984835871
-390000,0.875424,3.96,-2.67213207163813
-389000,1.113494,3.89,-2.20685665809348
-388000,1.011296,3.92,-2.40658873989058
-387000,0.773813999999998,3.99,-2.87071498746234
-386000,0.672456000000003,4.02,-3.06880540358388
-385000,0.269544000000001,4.14,-3.85624207104345
-384000,0.470496000000001,4.08,-3.463508736719
-383000,0.336416000000001,4.12,-3.72554984835871
-382000,0.571350000000002,4.05,-3.26640332000277
-381000,0.23615,4.15,-3.92150609910205
-380000,0.102854,4.19,-4.18201498944458
-379000,0.169446,4.17,-4.05186998865168
-378000,0.102854,4.19,-4.18201498944458
-377000,0.0695999999999981,4.2,-4.24700540655726
-376000,0.0363739999999999,4.21,-4.31194110148074
-375000,0.0695999999999981,4.2,-4.24700540655726
-374000,-0.393016000000001,4.34,-5.15112541627022
-373000,-0.228425999999999,4.29,-4.82945666205796
-372000,-0.654904,4.42,-5.66294986917222
-371000,-0.162393999999996,4.27,-4.70040610504876
-370000,-0.458656,4.36,-5.27940986263083
-369000,-0.524184,4.38,-5.4074754202347
-368000,-0.5896,4.4,-5.53532208908183
-367000,-0.491433999999999,4.37,-5.34347000252736
-366000,-0.327264000000001,4.32,-5.02262208115287
-365000,-0.785176,4.46,-5.91754876308278
-364000,-0.458656,4.36,-5.27940986263083
-363000,-1.012074,4.53,-6.36099002314265
-362000,-0.915,4.5,-6.17127210196639
-361000,-0.915,4.5,-6.17127210196639
-360000,-1.044376,4.54,-6.42411988582303
-359000,-0.882586000000001,4.49,-6.10792335052926
-358000,-1.173304,4.58,-6.67609211465271
-357000,-1.07665,4.55,-6.48719502631423
-356000,-0.785176,4.46,-5.91754876308278
-355000,-1.205466,4.59,-6.73894836638718
-354000,-0.5896,4.4,-5.53532208908183
-353000,-0.817673999999998,4.47,-5.98106168108746
-352000,-0.817673999999998,4.47,-5.98106168108746
-351000,-1.365856,4.64,-7.0524087922217
-350000,-1.461754,4.67,-7.23982838145219
-349000,-1.301784,4.62,-6.92718878845544
-348000,-0.882586000000001,4.49,-6.10792335052926
-347000,-1.012074,4.53,-6.36099002314265
-346000,-1.493664,4.68,-7.30219213348399
-345000,-1.842826,4.79,-7.98458174134753
-344000,-1.747936,4.76,-7.79913215092769
-343000,-1.8744,4.8,-8.0462888271091
-342000,-1.968954,4.83,-8.23108175125873
-341000,-2.000416,4.84,-8.29256994826356
-340000,-1.2376,4.6,-6.80174989593245
-339000,-0.654904,4.42,-5.66294986917222
-338000,0.169446,4.17,-4.05186998865168
-337000,-0.029994000000003,4.23,-4.44164832476016
-336000,0.470496000000001,4.08,-3.463508736719
-335000,1.59375,3.75,-1.26826166919402
-334000,2.429814,3.51,0.365711630044801
-333000,2.889416,3.38,1.2639411869648
-332000,2.853894,3.39,1.19451827252815
-331000,3.210374,3.29,1.89120991540795
-330000,3.1746,3.3,1.82129450126863
-329000,3.569654,3.19,2.59337377720623
-328000,3.425606,3.23,2.3118515662167
-327000,3.461576,3.22,2.3821500356803
-326000,3.425606,3.23,2.3118515662167
-325000,3.138854,3.31,1.75143380931851
-324000,3.497574,3.21,2.4525032273331
-323000,2.570726,3.47,0.641104955845623
-322000,2.359526,3.53,0.228343300279495
-321000,2.359526,3.53,0.228343300279495
-320000,1.905384,3.66,-0.659215429749443
-319000,2.184296,3.58,-0.114119885823025
-318000,1.559264,3.76,-1.33565986263083
-317000,1.113494,3.89,-2.20685665809348
-316000,1.801254,3.69,-0.862723342600303
-315000,2.044616,3.62,-0.387105435299713
-314000,1.524806,3.77,-1.40300333387845
-313000,1.801254,3.69,-0.862723342600303
-312000,1.455974,3.79,-1.53752610980614
-311000,1.7666,3.7,-0.930449869172222
-310000,1.4216,3.8,-1.6047054144862
-309000,1.215944,3.86,-2.00663207659372
-308000,1.25015,3.85,-1.93978110504876
-307000,0.74,4,-2.93679984835871
-306000,0.571350000000002,4.05,-3.26640332000277
-305000,0.504085999999999,4.07,-3.39786165333611
-304000,0.504085999999999,4.07,-3.39786165333611
-303000,0.74,4,-2.93679984835871
-302000,0.537704,4.06,-3.33215984776404
-301000,0.537704,4.06,-3.33215984776404
-3e+05,0.672456000000003,4.02,-3.06880540358388
-299000,-0.029994000000003,4.23,-4.44164832476016
-298000,0.169446,4.17,-4.05186998865168
-297000,-0.261399999999998,4.3,-4.89389985727878
-296000,-0.029994000000003,4.23,-4.44164832476016
-295000,-0.294346,4.31,-4.95828833031042
-294000,-0.360153999999999,4.33,-5.08690110980614
-293000,0.00317600000000162,4.22,-4.37682207421503
-292000,-0.162393999999996,4.27,-4.70040610504876
-291000,0.369894,4.11,-3.66012165373256
-290000,0.403400000000001,4.1,-3.59463873691722
-289000,0.537704,4.06,-3.33215984776404
