"year","Ts","dOsea","dTsVscales"
-2580000,3.425606,3.23,2.3118515662167
-2577500,3.103136,3.32,1.68162783955757
-2575000,2.782934,3.41,1.05583661022241
-2572500,2.570726,3.47,0.641104955845623
-2570000,2.570726,3.47,0.641104955845623
-2567500,2.359526,3.53,0.228343300279495
-2565000,2.009766,3.63,-0.455215017195928
-2562500,2.889416,3.38,1.2639411869648
-2560000,2.924966,3.37,1.33341882359063
-2557500,2.853894,3.39,1.19451827252815
-2555000,2.712086,3.43,0.917373836673405
-2552500,3.246176,3.28,1.96118005173644
-2550000,3.497574,3.21,2.4525032273331
-2547500,3.605736,3.18,2.66389113542658
-2545000,3.282006,3.27,2.03120491025412
-2542500,2.99615,3.35,1.47253826340985
-2540000,2.009766,3.63,-0.455215017195928
-2537500,1.628264,3.74,-1.20080875356803
-2535000,1.662806,3.73,-1.13330111575286
-2532500,0.977285999999998,3.93,-2.47305665611125
-2530000,1.113494,3.89,-2.20685665809348
-2527500,0.638725999999999,4.03,-3.13472609791271
-2525000,0.302965999999999,4.13,-3.79092332079568
-2522500,0.537704,4.06,-3.33215984776404
-2520000,0.302965999999999,4.13,-3.79092332079568
-2517500,0.336416000000001,4.12,-3.72554984835871
-2515000,1.113494,3.89,-2.20685665809348
-2512500,1.559264,3.76,-1.33565986263083
-2510000,1.94015,3.65,-0.591270014420792
-2507500,2.747496,3.42,0.986577862353313
-2505000,2.535456,3.48,0.572174541111639
-2502500,2.99615,3.35,1.47253826340985
-2500000,3.605736,3.18,2.66389113542658
-2497500,2.712086,3.43,0.917373836673405
-2495000,2.044616,3.62,-0.387105435299713
-2492500,1.94015,3.65,-0.591270014420792
-2490000,1.318646,3.83,-1.80591499539129
-2487500,0.202784000000002,4.16,-3.98671540497146
-2485000,0.773813999999998,3.99,-2.87071498746234
-2482500,0.875424,3.96,-2.67213207163813
-2480000,1.7666,3.7,-0.930449869172222
-2477500,1.7666,3.7,-0.930449869172222
-2475000,2.219286,3.57,-0.045736692980888
-2472500,2.712086,3.43,0.917373836673405
-2470000,3.103136,3.32,1.68162783955757
-2467500,3.138854,3.31,1.75143380931851
-2465000,3.35375,3.25,2.17141879385704
-2462500,3.497574,3.21,2.4525032273331
-2460000,2.853894,3.39,1.19451827252815
-2457500,2.853894,3.39,1.19451827252815
-2455000,2.64135,3.45,0.779129951881145
-2452500,1.801254,3.69,-0.862723342600303
-2450000,1.662806,3.73,-1.13330111575286
-2447500,1.045334,3.91,-2.34006610148073
-2445000,0.909349999999998,3.95,-2.60582832198502
-2442500,0.74,4,-2.93679984835871
-2440000,0.706214000000002,4.01,-3.00282998706589
-2437500,0.269544000000001,4.14,-3.85624207104345
-2435000,0.436933999999999,4.09,-3.52910109791271
-2432500,0.169446,4.17,-4.05186998865168
-2430000,0.977285999999998,3.93,-2.47305665611125
-2427500,1.905384,3.66,-0.659215429749443
-2425000,2.500214,3.49,0.503298848566837
-2422500,2.359526,3.53,0.228343300279495
-2420000,2.99615,3.35,1.47253826340985
-2417500,3.067446,3.33,1.61187659198581
-2415000,2.924966,3.37,1.33341882359063
-2412500,2.924966,3.37,1.33341882359063
-2410000,3.210374,3.29,1.89120991540795
-2407500,2.782934,3.41,1.05583661022241
-2405000,1.801254,3.69,-0.862723342600303
-2402500,1.870646,3.67,-0.727106122888917
-2400000,2.535456,3.48,0.572174541111639
-2397500,2.606024,3.46,0.710090092768791
-2395000,2.782934,3.41,1.05583661022241
-2392500,2.1144,3.6,-0.25072210493974
-2390000,2.324424,3.54,0.159741218680622
-2387500,2.535456,3.48,0.572174541111639
-2385000,3.067446,3.33,1.61187659198581
-2382500,3.389664,3.24,2.24160781894228
-2380000,2.924966,3.37,1.33341882359063
-2377500,2.889416,3.38,1.2639411869648
-2375000,2.853894,3.39,1.19451827252815
-2372500,2.009766,3.63,-0.455215017195928
-2370000,1.697376,3.72,-1.0657387557485
-2367500,2.009766,3.63,-0.455215017195928
-2365000,1.181766,3.87,-2.07342832594949
-2362500,1.559264,3.76,-1.33565986263083
-2360000,1.011296,3.92,-2.40658873989058
-2357500,0.875424,3.96,-2.67213207163813
-2355000,1.4216,3.8,-1.6047054144862
-2352500,1.697376,3.72,-1.0657387557485
-2350000,2.184296,3.58,-0.114119885823025
-2347500,3.35375,3.25,2.17141879385704
-2345000,2.924966,3.37,1.33341882359063
-2342500,3.067446,3.33,1.61187659198581
-2340000,3.5336,3.2,2.52291114117507
-2337500,3.210374,3.29,1.89120991540795
-2335000,2.853894,3.39,1.19451827252815
-2332500,2.394656,3.52,0.297000104067555
-2330000,1.974944,3.64,-0.523269876902948
-2327500,1.974944,3.64,-0.523269876902948
-2325000,2.394656,3.52,0.297000104067555
-2322500,2.1144,3.6,-0.25072210493974
-2320000,1.559264,3.76,-1.33565986263083
-2317500,1.59375,3.75,-1.26826166919402
-2315000,1.628264,3.74,-1.20080875356803
-2312500,1.7666,3.7,-0.930449869172222
-2310000,2.079494,3.61,-0.318941131214323
-2307500,2.712086,3.43,0.917373836673405
-2305000,2.99615,3.35,1.47253826340985
-2302500,2.960544,3.36,1.40295118240565
-2300000,3.246176,3.28,1.96118005173644
-2297500,3.282006,3.27,2.03120491025412
-2295000,2.64135,3.45,0.779129951881145
-2292500,2.606024,3.46,0.710090092768791
-2290000,1.835936,3.68,-0.794942093839206
-2287500,1.801254,3.69,-0.862723342600303
-2285000,1.4216,3.8,-1.6047054144862
-2282500,1.045334,3.91,-2.34006610148073
-2280000,1.284384,3.84,-1.87287541131463
-2277500,1.4216,3.8,-1.6047054144862
-2275000,1.181766,3.87,-2.07342832594949
-2272500,2.465,3.5,0.434477878211226
-2270000,2.535456,3.48,0.572174541111639
-2267500,2.924966,3.37,1.33341882359063
-2265000,2.64135,3.45,0.779129951881145
-2262500,3.1746,3.3,1.82129450126863
-2260000,3.497574,3.21,2.4525032273331
-2257500,3.103136,3.32,1.68162783955757
-2255000,2.853894,3.39,1.19451827252815
-2252500,2.64135,3.45,0.779129951881145
-2250000,2.079494,3.61,-0.318941131214323
-2247500,1.697376,3.72,-1.0657387557485
-2245000,1.4216,3.8,-1.6047054144862
-2242500,1.181766,3.87,-2.07342832594949
-2240000,0.706214000000002,4.01,-3.00282998706589
-2237500,1.4216,3.8,-1.6047054144862
-2235000,2.254304,3.56,0.0227012220504288
-2232500,2.500214,3.49,0.503298848566837
-2230000,2.606024,3.46,0.710090092768791
-2227500,2.747496,3.42,0.986577862353313
-2225000,2.853894,3.39,1.19451827252815
-2222500,2.500214,3.49,0.503298848566837
-2220000,2.219286,3.57,-0.045736692980888
-2217500,2.079494,3.61,-0.318941131214323
-2215000,2.149334,3.59,-0.182448356475979
-2212500,2.606024,3.46,0.710090092768791
-2210000,2.149334,3.59,-0.182448356475979
-2207500,2.1144,3.6,-0.25072210493974
-2205000,1.628264,3.74,-1.20080875356803
-2202500,1.318646,3.83,-1.80591499539129
-2200000,1.215944,3.86,-2.00663207659372
-2197500,1.318646,3.83,-1.80591499539129
-2195000,1.524806,3.77,-1.40300333387845
-2192500,1.835936,3.68,-0.794942093839206
-2190000,2.254304,3.56,0.0227012220504288
-2187500,2.889416,3.38,1.2639411869648
-2185000,2.747496,3.42,0.986577862353313
-2182500,2.782934,3.41,1.05583661022241
-2180000,2.960544,3.36,1.40295118240565
-2177500,2.465,3.5,0.434477878211226
-2175000,2.254304,3.56,0.0227012220504288
-2172500,1.870646,3.67,-0.727106122888917
-2170000,1.801254,3.69,-0.862723342600303
-2167500,1.524806,3.77,-1.40300333387845
-2165000,1.147616,3.88,-2.14016985311608
-2162500,0.943304,3.94,-2.53946985014272
-2160000,0.23615,4.15,-3.92150609910205
-2157500,0.403400000000001,4.1,-3.59463873691722
-2155000,-0.029994000000003,4.23,-4.44164832476016
-2152500,0.00317600000000162,4.22,-4.37682207421503
-2150000,0.23615,4.15,-3.92150609910205
-2147500,0.74,4,-2.93679984835871
-2145000,2.1144,3.6,-0.25072210493974
-2142500,2.676704,3.44,0.848224533182682
-2140000,3.425606,3.23,2.3118515662167
-2137500,3.031784,3.34,1.54218006660324
-2135000,3.210374,3.29,1.89120991540795
-2132500,3.210374,3.29,1.89120991540795
-2130000,3.103136,3.32,1.68162783955757
-2127500,2.570726,3.47,0.641104955845623
-2125000,2.465,3.5,0.434477878211226
-2122500,1.835936,3.68,-0.794942093839206
-2120000,1.835936,3.68,-0.794942093839206
-2117500,1.697376,3.72,-1.0657387557485
-2115000,2.465,3.5,0.434477878211226
-2112500,2.465,3.5,0.434477878211226
-2110000,2.429814,3.51,0.365711630044801
-2107500,2.009766,3.63,-0.455215017195928
-2105000,1.905384,3.66,-0.659215429749443
-2102500,2.28935,3.55,0.0911938592709327
-2100000,2.676704,3.44,0.848224533182682
-2097500,2.606024,3.46,0.710090092768791
-2095000,2.500214,3.49,0.503298848566837
-2092500,2.009766,3.63,-0.455215017195928
-2090000,1.7666,3.7,-0.930449869172222
-2087500,1.147616,3.88,-2.14016985311608
-2085000,1.25015,3.85,-1.93978110504876
-2082500,0.773813999999998,3.99,-2.87071498746234
-2080000,0.875424,3.96,-2.67213207163813
-2077500,0.23615,4.15,-3.92150609910205
-2075000,0.202784000000002,4.16,-3.98671540497146
-2072500,-0.195424000000001,4.28,-4.76495874464796
-2070000,0.0363739999999999,4.21,-4.31194110148074
-2067500,0.136136000000001,4.18,-4.11696985014272
-2065000,0.136136000000001,4.18,-4.11696985014272
-2062500,1.147616,3.88,-2.14016985311608
-2060000,1.628264,3.74,-1.20080875356803
-2057500,1.697376,3.72,-1.0657387557485
-2055000,2.1144,3.6,-0.25072210493974
-2052500,2.044616,3.62,-0.387105435299713
-2050000,1.731974,3.71,-0.99812167355495
-2047500,1.490376,3.78,-1.47029208293688
-2045000,1.011296,3.92,-2.40658873989058
-2042500,2.044616,3.62,-0.387105435299713
-2040000,1.870646,3.67,-0.727106122888917
-2037500,2.009766,3.63,-0.455215017195928
-2035000,2.254304,3.56,0.0227012220504288
-2032500,2.960544,3.36,1.40295118240565
-2030000,3.031784,3.34,1.54218006660324
-2027500,2.676704,3.44,0.848224533182682
-2025000,3.389664,3.24,2.24160781894228
-2022500,2.606024,3.46,0.710090092768791
-2020000,2.219286,3.57,-0.045736692980888
-2017500,2.324424,3.54,0.159741218680622
-2015000,1.387254,3.81,-1.67182999697709
-2012500,2.009766,3.63,-0.455215017195928
-2010000,2.28935,3.55,0.0911938592709327
-2007500,1.113494,3.89,-2.20685665809348
-2005000,1.011296,3.92,-2.40658873989058
-2002500,1.387254,3.81,-1.67182999697709
-2e+06,1.25015,3.85,-1.93978110504876
-1997500,1.801254,3.69,-0.862723342600303
-1995000,2.184296,3.58,-0.114119885823025
-1992500,1.835936,3.68,-0.794942093839206
-1990000,1.94015,3.65,-0.591270014420792
-1987500,2.394656,3.52,0.297000104067555
-1985000,2.960544,3.36,1.40295118240565
-1982500,2.889416,3.38,1.2639411869648
-1980000,3.067446,3.33,1.61187659198581
-1977500,2.64135,3.45,0.779129951881145
-1975000,2.28935,3.55,0.0911938592709327
-1972500,2.465,3.5,0.434477878211226
-1970000,1.59375,3.75,-1.26826166919402
-1967500,2.079494,3.61,-0.318941131214323
-1965000,1.628264,3.74,-1.20080875356803
-1962500,1.0794,3.9,-2.2734887408817
-1960000,1.215944,3.86,-2.00663207659372
-1957500,1.524806,3.77,-1.40300333387845
-1955000,1.113494,3.89,-2.20685665809348
-1952500,0.672456000000003,4.02,-3.06880540358388
-1950000,0.403400000000001,4.1,-3.59463873691722
-1947500,0.169446,4.17,-4.05186998865168
-1945000,0.638725999999999,4.03,-3.13472609791271
-1942500,0.672456000000003,4.02,-3.06880540358388
-1940000,2.429814,3.51,0.365711630044801
-1937500,2.184296,3.58,-0.114119885823025
-1935000,2.394656,3.52,0.297000104067555
-1932500,2.64135,3.45,0.779129951881145
-1930000,2.429814,3.51,0.365711630044801
-1927500,2.535456,3.48,0.572174541111639
-1925000,2.465,3.5,0.434477878211226
-1922500,1.94015,3.65,-0.591270014420792
-1920000,1.7666,3.7,-0.930449869172222
-1917500,1.974944,3.64,-0.523269876902948
-1915000,1.7666,3.7,-0.930449869172222
-1912500,1.387254,3.81,-1.67182999697709
-1910000,1.387254,3.81,-1.67182999697709
-1907500,1.318646,3.83,-1.80591499539129
-1905000,0.706214000000002,4.01,-3.00282998706589
-1902500,0.977285999999998,3.93,-2.47305665611125
-1900000,0.672456000000003,4.02,-3.06880540358388
-1897500,1.801254,3.69,-0.862723342600303
-1895000,1.628264,3.74,-1.20080875356803
-1892500,2.079494,3.61,-0.318941131214323
-1890000,1.835936,3.68,-0.794942093839206
-1887500,2.149334,3.59,-0.182448356475979
-1885000,1.59375,3.75,-1.26826166919402
-1882500,1.801254,3.69,-0.862723342600303
-1880000,1.524806,3.77,-1.40300333387845
-1877500,1.662806,3.73,-1.13330111575286
-1875000,1.284384,3.84,-1.87287541131463
-1872500,1.318646,3.83,-1.80591499539129
-1870000,0.909349999999998,3.95,-2.60582832198502
-1867500,0.841525999999998,3.97,-2.73838109910205
-1865000,0.202784000000002,4.16,-3.98671540497146
-1862500,0.102854,4.19,-4.18201498944458
-1860000,1.113494,3.89,-2.20685665809348
-1857500,1.974944,3.64,-0.523269876902948
-1855000,2.254304,3.56,0.0227012220504288
-1852500,2.079494,3.61,-0.318941131214323
-1850000,2.044616,3.62,-0.387105435299713
-1847500,1.4216,3.8,-1.6047054144862
-1845000,2.079494,3.61,-0.318941131214323
-1842500,2.219286,3.57,-0.045736692980888
-1840000,2.219286,3.57,-0.045736692980888
-1837500,2.219286,3.57,-0.045736692980888
-1835000,1.835936,3.68,-0.794942093839206
-1832500,2.009766,3.63,-0.455215017195928
-1830000,2.747496,3.42,0.986577862353313
-1827500,1.94015,3.65,-0.591270014420792
-1825000,1.697376,3.72,-1.0657387557485
-1822500,1.662806,3.73,-1.13330111575286
-1820000,1.352936,3.82,-1.73889985727878
-1817500,0.807656,3.98,-2.80457540437679
-1815000,2.079494,3.61,-0.318941131214323
-1812500,1.835936,3.68,-0.794942093839206
-1810000,2.394656,3.52,0.297000104067555
-1807500,1.905384,3.66,-0.659215429749443
-1805000,1.835936,3.68,-0.794942093839206
-1802500,1.4216,3.8,-1.6047054144862
-1800000,0.909349999999998,3.95,-2.60582832198502
-1797500,1.113494,3.89,-2.20685665809348
-1795000,0.436933999999999,4.09,-3.52910109791271
-1792500,0.537704,4.06,-3.33215984776404
-1790000,0.773813999999998,3.99,-2.87071498746234
-1787500,1.25015,3.85,-1.93978110504876
-1785000,1.524806,3.77,-1.40300333387845
-1782500,1.4216,3.8,-1.6047054144862
-1780000,1.94015,3.65,-0.591270014420792
-1777500,2.219286,3.57,-0.045736692980888
-1775000,2.359526,3.53,0.228343300279495
-1772500,2.889416,3.38,1.2639411869648
-1770000,2.535456,3.48,0.572174541111639
-1767500,2.394656,3.52,0.297000104067555
-1765000,2.500214,3.49,0.503298848566837
-1762500,2.009766,3.63,-0.455215017195928
-1760000,2.359526,3.53,0.228343300279495
-1757500,1.318646,3.83,-1.80591499539129
-1755000,1.628264,3.74,-1.20080875356803
-1752500,1.25015,3.85,-1.93978110504876
-1750000,0.202784000000002,4.16,-3.98671540497146
-1747500,0.0363739999999999,4.21,-4.31194110148074
-1745000,0.302965999999999,4.13,-3.79092332079568
-1742500,1.801254,3.69,-0.862723342600303
-1740000,1.731974,3.71,-0.99812167355495
-1737500,2.1144,3.6,-0.25072210493974
-1735000,2.1144,3.6,-0.25072210493974
-1732500,1.215944,3.86,-2.00663207659372
-1730000,1.628264,3.74,-1.20080875356803
-1727500,1.4216,3.8,-1.6047054144862
-1725000,1.455974,3.79,-1.53752610980614
-1722500,1.697376,3.72,-1.0657387557485
-1720000,2.394656,3.52,0.297000104067555
-1717500,2.219286,3.57,-0.045736692980888
-1715000,1.318646,3.83,-1.80591499539129
-1712500,1.215944,3.86,-2.00663207659372
-1710000,0.977285999999998,3.93,-2.47305665611125
-1707500,0.169446,4.17,-4.05186998865168
-1705000,0.336416000000001,4.12,-3.72554984835871
-1702500,0.23615,4.15,-3.92150609910205
-1700000,0.436933999999999,4.09,-3.52910109791271
-1697500,1.524806,3.77,-1.40300333387845
-1695000,1.352936,3.82,-1.73889985727878
-1692500,1.59375,3.75,-1.26826166919402
-1690000,1.697376,3.72,-1.0657387557485
-1687500,1.628264,3.74,-1.20080875356803
-1685000,2.149334,3.59,-0.182448356475979
-1682500,2.219286,3.57,-0.045736692980888
-1680000,1.94015,3.65,-0.591270014420792
-1677500,1.697376,3.72,-1.0657387557485
-1675000,2.28935,3.55,0.0911938592709327
-1672500,1.215944,3.86,-2.00663207659372
-1670000,1.147616,3.88,-2.14016985311608
-1667500,1.045334,3.91,-2.34006610148073
-1665000,0.302965999999999,4.13,-3.79092332079568
-1662500,0.470496000000001,4.08,-3.463508736719
-1660000,0.302965999999999,4.13,-3.79092332079568
-1657500,0.369894,4.11,-3.66012165373256
-1655000,-0.195424000000001,4.28,-4.76495874464796
-1652500,-0.0962499999999999,4.25,-4.57113665928283
-1650000,0.136136000000001,4.18,-4.11696985014272
-1647500,0.169446,4.17,-4.05186998865168
-1645000,0.571350000000002,4.05,-3.26640332000277
-1642500,1.147616,3.88,-2.14016985311608
-1640000,1.835936,3.68,-0.794942093839206
-1637500,2.1144,3.6,-0.25072210493974
-1635000,2.254304,3.56,0.0227012220504288
-1632500,2.219286,3.57,-0.045736692980888
-1630000,2.28935,3.55,0.0911938592709327
-1627500,0.706214000000002,4.01,-3.00282998706589
-1625000,1.559264,3.76,-1.33565986263083
-1622500,1.835936,3.68,-0.794942093839206
-1620000,1.94015,3.65,-0.591270014420792
-1617500,1.0794,3.9,-2.2734887408817
-1615000,1.284384,3.84,-1.87287541131463
-1612500,1.147616,3.88,-2.14016985311608
-1610000,1.905384,3.66,-0.659215429749443
-1607500,1.905384,3.66,-0.659215429749443
-1605000,2.28935,3.55,0.0911938592709327
-1602500,2.924966,3.37,1.33341882359063
-1600000,2.359526,3.53,0.228343300279495
-1597500,2.079494,3.61,-0.318941131214323
-1595000,1.731974,3.71,-0.99812167355495
-1592500,1.215944,3.86,-2.00663207659372
-1590000,1.697376,3.72,-1.0657387557485
-1587500,1.905384,3.66,-0.659215429749443
-1585000,1.4216,3.8,-1.6047054144862
-1582500,0.773813999999998,3.99,-2.87071498746234
-1580000,0.773813999999998,3.99,-2.87071498746234
-1577500,0.136136000000001,4.18,-4.11696985014272
-1575000,-0.0631360000000014,4.24,-4.50641985311609
-1572500,0.169446,4.17,-4.05186998865168
-1570000,1.25015,3.85,-1.93978110504876
-1567500,1.662806,3.73,-1.13330111575286
-1565000,2.254304,3.56,0.0227012220504288
-1562500,2.184296,3.58,-0.114119885823025
-1560000,1.559264,3.76,-1.33565986263083
-1557500,1.455974,3.79,-1.53752610980614
-1555000,1.697376,3.72,-1.0657387557485
-1552500,1.835936,3.68,-0.794942093839206
-1550000,1.352936,3.82,-1.73889985727878
-1547500,0.841525999999998,3.97,-2.73838109910205
-1545000,0.504085999999999,4.07,-3.39786165333611
-1542500,-0.261399999999998,4.3,-4.89389985727878
-1540000,-0.524184,4.38,-5.4074754202347
-1537500,-0.42585,4.35,-5.21529500054512
-1535000,-0.622265999999998,4.41,-5.59916334022162
-1532500,0.0695999999999981,4.2,-4.24700540655726
-1530000,0.875424,3.96,-2.67213207163813
-1527500,1.113494,3.89,-2.20685665809348
-1525000,1.7666,3.7,-0.930449869172222
-1522500,1.870646,3.67,-0.727106122888917
-1520000,1.974944,3.64,-0.523269876902948
-1517500,1.455974,3.79,-1.53752610980614
-1515000,1.801254,3.69,-0.862723342600303
-1512500,1.628264,3.74,-1.20080875356803
-1510000,0.672456000000003,4.02,-3.06880540358388
-1507500,0.23615,4.15,-3.92150609910205
-1505000,0.202784000000002,4.16,-3.98671540497146
-1502500,-0.228425999999999,4.29,-4.82945666205796
-1500000,0.0363739999999999,4.21,-4.31194110148074
-1498000,-0.0631360000000014,4.24,-4.50641985311609
-1496000,-0.458656,4.36,-5.27940986263083
-1494000,0.571350000000002,4.05,-3.26640332000277
-1492000,1.524806,3.77,-1.40300333387845
-1490000,2.429814,3.51,0.365711630044801
-1488000,2.747496,3.42,0.986577862353313
-1486000,2.747496,3.42,0.986577862353313
-1484000,2.219286,3.57,-0.045736692980888
-1482000,2.676704,3.44,0.848224533182682
-1480000,2.853894,3.39,1.19451827252815
-1478000,2.747496,3.42,0.986577862353313
-1476000,3.138854,3.31,1.75143380931851
-1474000,2.889416,3.38,1.2639411869648
-1472000,2.64135,3.45,0.779129951881145
-1470000,2.044616,3.62,-0.387105435299713
-1468000,1.181766,3.87,-2.07342832594949
-1466000,0.773813999999998,3.99,-2.87071498746234
-1464000,0.00317600000000162,4.22,-4.37682207421503
-1462000,0.504085999999999,4.07,-3.39786165333611
-1460000,0.403400000000001,4.1,-3.59463873691722
-1458000,-0.0631360000000014,4.24,-4.50641985311609
-1456000,-0.294346,4.31,-4.95828833031042
-1454000,0.0695999999999981,4.2,-4.24700540655726
-1452000,1.4216,3.8,-1.6047054144862
-1450000,2.500214,3.49,0.503298848566837
-1448000,2.99615,3.35,1.47253826340985
-1446000,2.960544,3.36,1.40295118240565
-1444000,3.067446,3.33,1.61187659198581
-1442000,3.031784,3.34,1.54218006660324
-1440000,3.246176,3.28,1.96118005173644
-1438000,3.389664,3.24,2.24160781894228
-1436000,3.389664,3.24,2.24160781894228
-1434000,2.889416,3.38,1.2639411869648
-1432000,2.889416,3.38,1.2639411869648
-1430000,2.394656,3.52,0.297000104067555
-1428000,2.079494,3.61,-0.318941131214323
-1426000,1.697376,3.72,-1.0657387557485
-1424000,1.697376,3.72,-1.0657387557485
-1422000,1.318646,3.83,-1.80591499539129
-1420000,0.875424,3.96,-2.67213207163813
-1418000,1.284384,3.84,-1.87287541131463
-1416000,0.875424,3.96,-2.67213207163813
-1414000,0.00317600000000162,4.22,-4.37682207421503
-1412000,-0.5896,4.4,-5.53532208908183
-1410000,0.0695999999999981,4.2,-4.24700540655726
-1408000,0.841525999999998,3.97,-2.73838109910205
-1406000,0.841525999999998,3.97,-2.73838109910205
-1404000,1.628264,3.74,-1.20080875356803
-1402000,2.009766,3.63,-0.455215017195928
-1400000,2.254304,3.56,0.0227012220504288
-1398000,2.500214,3.49,0.503298848566837
-1396000,2.324424,3.54,0.159741218680622
-1394000,1.7666,3.7,-0.930449869172222
-1392000,2.149334,3.59,-0.182448356475979
-1390000,1.662806,3.73,-1.13330111575286
-1388000,2.079494,3.61,-0.318941131214323
-1386000,1.697376,3.72,-1.0657387557485
-1384000,1.352936,3.82,-1.73889985727878
-1382000,0.875424,3.96,-2.67213207163813
-1380000,0.571350000000002,4.05,-3.26640332000277
-1378000,0.0695999999999981,4.2,-4.24700540655726
-1376000,0.470496000000001,4.08,-3.463508736719
-1374000,0.0363739999999999,4.21,-4.31194110148074
-1372000,-0.129335999999998,4.26,-4.63579874326039
-1370000,0.605024000000001,4.04,-3.20059207005233
-1368000,0.0695999999999981,4.2,-4.24700540655726
-1366000,0.773813999999998,3.99,-2.87071498746234
-1364000,0.807656,3.98,-2.80457540437679
-1362000,1.4216,3.8,-1.6047054144862
-1360000,2.009766,3.63,-0.455215017195928
-1358000,2.28935,3.55,0.0911938592709327
-1356000,2.465,3.5,0.434477878211226
-1354000,2.782934,3.41,1.05583661022241
-1352000,2.500214,3.49,0.503298848566837
-1350000,2.149334,3.59,-0.182448356475979
-1348000,1.870646,3.67,-0.727106122888917
-1346000,1.215944,3.86,-2.00663207659372
-1344000,1.147616,3.88,-2.14016985311608
-1342000,0.504085999999999,4.07,-3.39786165333611
-1340000,0.102854,4.19,-4.18201498944458
-1338000,0.403400000000001,4.1,-3.59463873691722
-1336000,0.102854,4.19,-4.18201498944458
-1334000,0.102854,4.19,-4.18201498944458
-1332000,0.672456000000003,4.02,-3.06880540358388
-1330000,0.537704,4.06,-3.33215984776404
-1328000,0.436933999999999,4.09,-3.52910109791271
-1326000,0.74,4,-2.93679984835871
-1324000,0.773813999999998,3.99,-2.87071498746234
-1322000,0.943304,3.94,-2.53946985014272
-1320000,0.909349999999998,3.95,-2.60582832198502
-1318000,1.662806,3.73,-1.13330111575286
-1316000,2.149334,3.59,-0.182448356475979
-1314000,1.731974,3.71,-0.99812167355495
-1312000,1.801254,3.69,-0.862723342600303
-1310000,1.94015,3.65,-0.591270014420792
-1308000,1.4216,3.8,-1.6047054144862
-1306000,1.0794,3.9,-2.2734887408817
-1304000,0.841525999999998,3.97,-2.73838109910205
-1302000,0.537704,4.06,-3.33215984776404
-1300000,0.504085999999999,4.07,-3.39786165333611
-1298000,0.23615,4.15,-3.92150609910205
-1296000,0.0695999999999981,4.2,-4.24700540655726
-1294000,0.943304,3.94,-2.53946985014272
-1292000,0.269544000000001,4.14,-3.85624207104345
-1290000,-0.42585,4.35,-5.21529500054512
-1288000,-0.129335999999998,4.26,-4.63579874326039
-1286000,0.841525999999998,3.97,-2.73838109910205
-1284000,1.284384,3.84,-1.87287541131463
-1282000,1.94015,3.65,-0.591270014420792
-1280000,2.254304,3.56,0.0227012220504288
-1278000,1.870646,3.67,-0.727106122888917
-1276000,1.731974,3.71,-0.99812167355495
-1274000,1.284384,3.84,-1.87287541131463
-1272000,1.387254,3.81,-1.67182999697709
-1270000,1.284384,3.84,-1.87287541131463
-1268000,1.045334,3.91,-2.34006610148073
-1266000,1.045334,3.91,-2.34006610148073
-1264000,0.875424,3.96,-2.67213207163813
-1262000,0.504085999999999,4.07,-3.39786165333611
-1260000,1.181766,3.87,-2.07342832594949
-1258000,1.0794,3.9,-2.2734887408817
-1256000,0.369894,4.11,-3.66012165373256
-1254000,-0.162393999999996,4.27,-4.70040610504876
-1252000,-0.0962499999999999,4.25,-4.57113665928283
-1250000,-0.294346,4.31,-4.95828833031042
-1248000,-0.458656,4.36,-5.27940986263083
-1246000,0.403400000000001,4.1,-3.59463873691722
-1244000,1.25015,3.85,-1.93978110504876
-1242000,2.570726,3.47,0.641104955845623
-1240000,3.067446,3.33,1.61187659198581
-1238000,2.99615,3.35,1.47253826340985
-1236000,2.889416,3.38,1.2639411869648
-1234000,3.031784,3.34,1.54218006660324
-1232000,2.782934,3.41,1.05583661022241
-1230000,2.747496,3.42,0.986577862353313
-1228000,2.28935,3.55,0.0911938592709327
-1226000,2.009766,3.63,-0.455215017195928
-1224000,1.628264,3.74,-1.20080875356803
-1222000,0.943304,3.94,-2.53946985014272
-1220000,0.841525999999998,3.97,-2.73838109910205
-1218000,1.662806,3.73,-1.13330111575286
-1216000,1.352936,3.82,-1.73889985727878
-1214000,0.403400000000001,4.1,-3.59463873691722
-1212000,0.470496000000001,4.08,-3.463508736719
-1210000,0.0695999999999981,4.2,-4.24700540655726
-1208000,-0.327264000000001,4.32,-5.02262208115287
-1206000,0.202784000000002,4.16,-3.98671540497146
-1204000,-0.393016000000001,4.34,-5.15112541627022
-1202000,0.0695999999999981,4.2,-4.24700540655726
-1200000,-0.654904,4.42,-5.66294986917222
-1198000,-0.687513999999999,4.43,-5.72668167593364
-1196000,-0.195424000000001,4.28,-4.76495874464796
-1194000,-0.162393999999996,4.27,-4.70040610504876
-1192000,0.269544000000001,4.14,-3.85624207104345
-1190000,0.571350000000002,4.05,-3.26640332000277
-1188000,1.870646,3.67,-0.727106122888917
-1186000,1.524806,3.77,-1.40300333387845
-1184000,1.94015,3.65,-0.591270014420792
-1182000,1.284384,3.84,-1.87287541131463
-1180000,2.1144,3.6,-0.25072210493974
-1178000,1.4216,3.8,-1.6047054144862
-1176000,1.628264,3.74,-1.20080875356803
-1174000,1.559264,3.76,-1.33565986263083
-1172000,1.662806,3.73,-1.13330111575286
-1170000,2.1144,3.6,-0.25072210493974
