"","years.BP.2000","permille"
"3801","95.000.000",-39.51
"3802","95.050.000",-39.51
"3803","95.050.000",-39.62
"3804","95.100.000",-39.62
"3805","95.100.000",-39.96
"3806","95.150.000",-39.96
"3807","95.150.000",-39.88
"3808","95.200.000",-39.88
"3809","95.200.000",-39.68
"3810","95.250.000",-39.68
"3811","95.250.000",-39.39
"3812","95.300.000",-39.39
"3813","95.300.000",-39.2
"3814","95.350.000",-39.2
"3815","95.350.000",-39.38
"3816","95.400.000",-39.38
"3817","95.400.000",-39.44
"3818","95.450.000",-39.44
"3819","95.450.000",-39.13
"3820","95.500.000",-39.13
"3821","95.500.000",-39.49
"3822","95.550.000",-39.49
"3823","95.550.000",-39.27
"3824","95.600.000",-39.27
"3825","95.600.000",-38.76
"3826","95.650.000",-38.76
"3827","95.650.000",-38.88
"3828","95.700.000",-38.88
"3829","95.700.000",-39.19
"3830","95.750.000",-39.19
"3831","95.750.000",-39.38
"3832","95.800.000",-39.38
"3833","95.800.000",-39.23
"3834","95.850.000",-39.23
"3835","95.850.000",-38.8
"3836","95.900.000",-38.8
"3837","95.900.000",-38.73
"3838","95.950.000",-38.73
"3839","95.950.000",-39.2
"3840","96.000.000",-39.2
"3841","96.000.000",-39.3
"3842","96.050.000",-39.3
"3843","96.050.000",-39.24
"3844","96.100.000",-39.24
"3845","96.100.000",-38.77
"3846","96.150.000",-38.77
"3847","96.150.000",-38.77
"3848","96.200.000",-38.77
"3849","96.200.000",-38.79
"3850","96.250.000",-38.79
"3851","96.250.000",-38.66
"3852","96.300.000",-38.66
"3853","96.300.000",-38.87
"3854","96.350.000",-38.87
"3855","96.350.000",-38.68
"3856","96.400.000",-38.68
"3857","96.400.000",-38.84
"3858","96.450.000",-38.84
"3859","96.450.000",-38.99
"3860","96.500.000",-38.99
"3861","96.500.000",-38.83
"3862","96.550.000",-38.83
"3863","96.550.000",-38.5
"3864","96.600.000",-38.5
"3865","96.600.000",-38.6
"3866","96.650.000",-38.6
"3867","96.650.000",-39.01
"3868","96.700.000",-39.01
"3869","96.700.000",-38.8
"3870","96.750.000",-38.8
"3871","96.750.000",-38.45
"3872","96.800.000",-38.45
"3873","96.800.000",-38.49
"3874","96.850.000",-38.49
"3875","96.850.000",-38.21
"3876","96.900.000",-38.21
"3877","96.900.000",-38.34
"3878","96.950.000",-38.34
"3879","96.950.000",-38.28
"3880","97.000.000",-38.28
"3881","97.000.000",-38.36
"3882","97.050.000",-38.36
"3883","97.050.000",-38.89
"3884","97.100.000",-38.89
"3885","97.100.000",-39.04
"3886","97.150.000",-39.04
"3887","97.150.000",-39.36
"3888","97.200.000",-39.36
"3889","97.200.000",-39.17
"3890","97.250.000",-39.17
"3891","97.250.000",-38.13
"3892","97.300.000",-38.13
"3893","97.300.000",-38.54
"3894","97.350.000",-38.54
"3895","97.350.000",-38.81
"3896","97.400.000",-38.81
"3897","97.400.000",-38.9
"3898","97.450.000",-38.9
"3899","97.450.000",-38.93
"3900","97.500.000",-38.93
"3901","97.500.000",-38.8
"3902","97.550.000",-38.8
"3903","97.550.000",-38.7
"3904","97.600.000",-38.7
"3905","97.600.000",-38.64
"3906","97.650.000",-38.64
"3907","97.650.000",-38.43
"3908","97.700.000",-38.43
"3909","97.700.000",-38.54
"3910","97.750.000",-38.54
"3911","97.750.000",-38.35
"3912","97.800.000",-38.35
"3913","97.800.000",-38.36
"3914","97.850.000",-38.36
"3915","97.850.000",-38.38
"3916","97.900.000",-38.38
"3917","97.900.000",-38.03
"3918","97.950.000",-38.03
"3919","97.950.000",-37.97
"3920","98.000.000",-37.97
"3921","98.000.000",-37.93
"3922","98.050.000",-37.93
"3923","98.050.000",-39.15
"3924","98.100.000",-39.15
"3925","98.100.000",-38.75
"3926","98.150.000",-38.75
"3927","98.150.000",-38.27
"3928","98.200.000",-38.27
"3929","98.200.000",-38.51
"3930","98.250.000",-38.51
"3931","98.250.000",-38.61
"3932","98.300.000",-38.61
"3933","98.300.000",-38.62
"3934","98.350.000",-38.62
"3935","98.350.000",-38.51
"3936","98.400.000",-38.51
"3937","98.400.000",-38.44
"3938","98.450.000",-38.44
"3939","98.450.000",-38.63
"3940","98.500.000",-38.63
"3941","98.500.000",-38.53
"3942","98.550.000",-38.53
"3943","98.550.000",-38.38
"3944","98.600.000",-38.38
"3945","98.600.000",-38.52
"3946","98.650.000",-38.52
"3947","98.650.000",-38.47
"3948","98.700.000",-38.47
"3949","98.700.000",-38.44
"3950","98.750.000",-38.44
"3951","98.750.000",-38.82
"3952","98.800.000",-38.82
"3953","98.800.000",-38.56
"3954","98.850.000",-38.56
"3955","98.850.000",-38.55
"3956","98.900.000",-38.55
"3957","98.900.000",-38.27
"3958","98.950.000",-38.27
"3959","98.950.000",-38.36
"3960","99.000.000",-38.36
"3961","99.000.000",-38.02
"3962","99.050.000",-38.02
"3963","99.050.000",-38.12
"3964","99.100.000",-38.12
"3965","99.100.000",-38.21
"3966","99.150.000",-38.21
"3967","99.150.000",-38.07
"3968","99.200.000",-38.07
"3969","99.200.000",-37.92
"3970","99.250.000",-37.92
"3971","99.250.000",-37.68
"3972","99.300.000",-37.68
"3973","99.300.000",-37.38
"3974","99.350.000",-37.38
"3975","99.350.000",-37.9
"3976","99.400.000",-37.9
"3977","99.400.000",-38.29
"3978","99.450.000",-38.29
"3979","99.450.000",-37.86
"3980","99.500.000",-37.86
"3981","99.500.000",-38.62
"3982","99.550.000",-38.62
"3983","99.550.000",-38.49
"3984","99.600.000",-38.49
"3985","99.600.000",-38.05
"3986","99.650.000",-38.05
"3987","99.650.000",-38.19
"3988","99.700.000",-38.19
"3989","99.700.000",-38.36
"3990","99.750.000",-38.36
"3991","99.750.000",-38.31
"3992","99.800.000",-38.31
"3993","99.800.000",-38.21
"3994","99.850.000",-38.21
"3995","99.850.000",-37.84
"3996","99.900.000",-37.84
"3997","99.900.000",-37.72
"3998","99.950.000",-37.72
"3999","99.950.000",-38.07
"4000","100.000.000",-38.07
"4001","100.000.000",-38.14
"4002","100.050.000",-38.14
"4003","100.050.000",-38.14
"4004","100.100.000",-38.14
"4005","100.100.000",-37.73
"4006","100.150.000",-37.73
"4007","100.150.000",-37.77
"4008","100.200.000",-37.77
"4009","100.200.000",-37.91
"4010","100.250.000",-37.91
"4011","100.250.000",-37.57
"4012","100.300.000",-37.57
"4013","100.300.000",-37.68
"4014","100.350.000",-37.68
"4015","100.350.000",-37.84
"4016","100.400.000",-37.84
"4017","100.400.000",-37.57
"4018","100.450.000",-37.57
"4019","100.450.000",-37.58
"4020","100.500.000",-37.58
"4021","100.500.000",-37.46
"4022","100.550.000",-37.46
"4023","100.550.000",-37.54
"4024","100.600.000",-37.54
"4025","100.600.000",-37.52
"4026","100.650.000",-37.52
"4027","100.650.000",-37.83
"4028","100.700.000",-37.83
"4029","100.700.000",-37.98
"4030","100.750.000",-37.98
"4031","100.750.000",-37.87
"4032","100.800.000",-37.87
"4033","100.800.000",-37.71
"4034","100.850.000",-37.71
"4035","100.850.000",-37.75
"4036","100.900.000",-37.75
"4037","100.900.000",-37.99
"4038","100.950.000",-37.99
"4039","100.950.000",-37.92
"4040","101.000.000",-37.92
"4041","101.000.000",-38.04
"4042","101.050.000",-38.04
"4043","101.050.000",-37.88
"4044","101.100.000",-37.88
"4045","101.100.000",-37.63
"4046","101.150.000",-37.63
"4047","101.150.000",-37.84
"4048","101.200.000",-37.84
"4049","101.200.000",-38.13
"4050","101.250.000",-38.13
"4051","101.250.000",-37.63
"4052","101.300.000",-37.63
"4053","101.300.000",-37.93
"4054","101.350.000",-37.93
"4055","101.350.000",-38.06
"4056","101.400.000",-38.06
"4057","101.400.000",-37.59
"4058","101.450.000",-37.59
"4059","101.450.000",-37.73
"4060","101.500.000",-37.73
"4061","101.500.000",-37.56
"4062","101.550.000",-37.56
"4063","101.550.000",-37.75
"4064","101.600.000",-37.75
"4065","101.600.000",-37.45
"4066","101.650.000",-37.45
"4067","101.650.000",-37.37
"4068","101.700.000",-37.37
"4069","101.700.000",-37.48
"4070","101.750.000",-37.48
"4071","101.750.000",-37.05
"4072","101.800.000",-37.05
"4073","101.800.000",-37.49
"4074","101.850.000",-37.49
"4075","101.850.000",-37.82
"4076","101.900.000",-37.82
"4077","101.900.000",-37.71
"4078","101.950.000",-37.71
"4079","101.950.000",-37.49
"4080","102.000.000",-37.49
"4081","102.000.000",-37.49
"4082","102.050.000",-37.49
"4083","102.050.000",-37.53
"4084","102.100.000",-37.53
"4085","102.100.000",-37.55
"4086","102.150.000",-37.55
"4087","102.150.000",-37.62
"4088","102.200.000",-37.62
"4089","102.200.000",-37.49
"4090","102.250.000",-37.49
"4091","102.250.000",-37.38
"4092","102.300.000",-37.38
"4093","102.300.000",-37.54
"4094","102.350.000",-37.54
"4095","102.350.000",-37.34
"4096","102.400.000",-37.34
"4097","102.400.000",-37.06
"4098","102.450.000",-37.06
"4099","102.450.000",-37.12
"4100","102.500.000",-37.12
"4101","102.500.000",-37.24
"4102","102.550.000",-37.24
"4103","102.550.000",-37.22
"4104","102.600.000",-37.22
"4105","102.600.000",-37.11
"4106","102.650.000",-37.11
"4107","102.650.000",-37.12
"4108","102.700.000",-37.12
"4109","102.700.000",-36.97
"4110","102.750.000",-36.97
"4111","102.750.000",-37.13
"4112","102.800.000",-37.13
"4113","102.800.000",-37.16
"4114","102.850.000",-37.16
"4115","102.850.000",-37.08
"4116","102.900.000",-37.08
"4117","102.900.000",-37.08
"4118","102.950.000",-37.08
"4119","102.950.000",-36.99
"4120","103.000.000",-36.99
"4121","103.000.000",-37.08
"4122","103.050.000",-37.08
"4123","103.050.000",-36.98
"4124","103.100.000",-36.98
"4125","103.100.000",-37.02
"4126","103.150.000",-37.02
"4127","103.150.000",-37.02
"4128","103.200.000",-37.02
"4129","103.200.000",-36.56
"4130","103.250.000",-36.56
"4131","103.250.000",-36.95
"4132","103.300.000",-36.95
"4133","103.300.000",-37.43
"4134","103.350.000",-37.43
"4135","103.350.000",-36.85
"4136","103.400.000",-36.85
"4137","103.400.000",-36.81
"4138","103.450.000",-36.81
"4139","103.450.000",-36.66
"4140","103.500.000",-36.66
"4141","103.500.000",-36.41
"4142","103.550.000",-36.41
"4143","103.550.000",-36.53
"4144","103.600.000",-36.53
"4145","103.600.000",-37.04
"4146","103.650.000",-37.04
"4147","103.650.000",-37.15
"4148","103.700.000",-37.15
"4149","103.700.000",-36.94
"4150","103.750.000",-36.94
"4151","103.750.000",-36.01
"4152","103.800.000",-36.01
"4153","103.800.000",-36.53
"4154","103.850.000",-36.53
"4155","103.850.000",-37.01
"4156","103.900.000",-37.01
"4157","103.900.000",-36.77
"4158","103.950.000",-36.77
"4159","103.950.000",-36.84
"4160","104.000.000",-36.84
"4161","104.000.000",-36.84
"4162","104.050.000",-36.84
"4163","104.050.000",-37.06
"4164","104.100.000",-37.06
"4165","104.100.000",-36.92
"4166","104.150.000",-36.92
"4167","104.150.000",-37.06
"4168","104.200.000",-37.06
"4169","104.200.000",-36.91
"4170","104.250.000",-36.91
"4171","104.250.000",-36.71
"4172","104.300.000",-36.71
"4173","104.300.000",-36.9
"4174","104.350.000",-36.9
"4175","104.350.000",-36.82
"4176","104.400.000",-36.82
"4177","104.400.000",-36.51
"4178","104.450.000",-36.51
"4179","104.450.000",-36.92
"4180","104.500.000",-36.92
"4181","104.500.000",-36.47
"4182","104.550.000",-36.47
"4183","104.550.000",-36.83
"4184","104.600.000",-36.83
"4185","104.600.000",-37.08
"4186","104.650.000",-37.08
"4187","104.650.000",-36.85
"4188","104.700.000",-36.85
"4189","104.700.000",-37.7
"4190","104.750.000",-37.7
"4191","104.750.000",-38.86
"4192","104.800.000",-38.86
"4193","104.800.000",-39.54
"4194","104.850.000",-39.54
"4195","104.850.000",-39.53
"4196","104.900.000",-39.53
"4197","104.900.000",-39.7
"4198","104.950.000",-39.7
"4199","104.950.000",-39.43
"4200","105.000.000",-39.43
"4201","105.000.000",-39.32
"4202","105.050.000",-39.32
"4203","105.050.000",-37.42
"4204","105.100.000",-37.42
"4205","105.100.000",-36.67
"4206","105.150.000",-36.67
"4207","105.150.000",-38.17
"4208","105.200.000",-38.17
"4209","105.200.000",-39.62
"4210","105.250.000",-39.62
"4211","105.250.000",-39.59
"4212","105.300.000",-39.59
"4213","105.300.000",-39.94
"4214","105.350.000",-39.94
"4215","105.350.000",-39.95
"4216","105.400.000",-39.95
"4217","105.400.000",-39.87
"4218","105.450.000",-39.87
"4219","105.450.000",-39.92
"4220","105.500.000",-39.92
"4221","105.500.000",-40.01
"4222","105.550.000",-40.01
"4223","105.550.000",-39.88
"4224","105.600.000",-39.88
"4225","105.600.000",-39.6
"4226","105.650.000",-39.6
"4227","105.650.000",-39.65
"4228","105.700.000",-39.65
"4229","105.700.000",-40.19
"4230","105.750.000",-40.19
"4231","105.750.000",-39.95
"4232","105.800.000",-39.95
"4233","105.800.000",-39.47
"4234","105.850.000",-39.47
"4235","105.850.000",-39.47
"4236","105.900.000",-39.47
"4237","105.900.000",-39.76
"4238","105.950.000",-39.76
"4239","105.950.000",-39.66
"4240","106.000.000",-39.66
"4241","106.000.000",-39.77
"4242","106.050.000",-39.77
"4243","106.050.000",-38.27
"4244","106.100.000",-38.27
"4245","106.100.000",-37.95
"4246","106.150.000",-37.95
"4247","106.150.000",-37.83
"4248","106.200.000",-37.83
"4249","106.200.000",-37.72
"4250","106.250.000",-37.72
"4251","106.250.000",-37.37
"4252","106.300.000",-37.37
"4253","106.300.000",-37.51
"4254","106.350.000",-37.51
"4255","106.350.000",-37.62
"4256","106.400.000",-37.62
"4257","106.400.000",-37.22
"4258","106.450.000",-37.22
"4259","106.450.000",-37.1
"4260","106.500.000",-37.1
"4261","106.500.000",-37.43
"4262","106.550.000",-37.43
"4263","106.550.000",-37.51
"4264","106.600.000",-37.51
"4265","106.600.000",-37.59
"4266","106.650.000",-37.59
"4267","106.650.000",-37.44
"4268","106.700.000",-37.44
"4269","106.700.000",-37.45
"4270","106.750.000",-37.45
"4271","106.750.000",-38.39
"4272","106.800.000",-38.39
"4273","106.800.000",-38.37
"4274","106.850.000",-38.37
"4275","106.850.000",-37.34
"4276","106.900.000",-37.34
"4277","106.900.000",-37.32
"4278","106.950.000",-37.32
"4279","106.950.000",-37.09
"4280","107.000.000",-37.09
"4281","107.000.000",-37.43
"4282","107.050.000",-37.43
"4283","107.050.000",-37.27
"4284","107.100.000",-37.27
"4285","107.100.000",-37.07
"4286","107.150.000",-37.07
"4287","107.150.000",-36.6
"4288","107.200.000",-36.6
"4289","107.200.000",-36.74
"4290","107.250.000",-36.74
"4291","107.250.000",-39.09
"4292","107.300.000",-39.09
"4293","107.300.000",-39.94
"4294","107.350.000",-39.94
"4295","107.350.000",-38.69
"4296","107.400.000",-38.69
"4297","107.400.000",-37.43
"4298","107.450.000",-37.43
"4299","107.450.000",-37.43
"4300","107.500.000",-37.43
"4301","107.500.000",-37.49
"4302","107.550.000",-37.49
"4303","107.550.000",-37.67
"4304","107.600.000",-37.67
"4305","107.600.000",-37.51
"4306","107.650.000",-37.51
"4307","107.650.000",-37.22
"4308","107.700.000",-37.22
"4309","107.700.000",-37.48
"4310","107.750.000",-37.48
"4311","107.750.000",-37.55
"4312","107.800.000",-37.55
"4313","107.800.000",-37.82
"4314","107.850.000",-37.82
"4315","107.850.000",-37.69
"4316","107.900.000",-37.69
"4317","107.900.000",-37.42
"4318","107.950.000",-37.42
"4319","107.950.000",-37.78
"4320","108.000.000",-37.78
"4321","108.000.000",-37.42
"4322","108.050.000",-37.42
"4323","108.050.000",-37.46
"4324","108.100.000",-37.46
"4325","108.100.000",-37.65
"4326","108.150.000",-37.65
"4327","108.150.000",-37.29
"4328","108.200.000",-37.29
"4329","108.200.000",-37.06
"4330","108.250.000",-37.06
"4331","108.250.000",-37.3
"4332","108.300.000",-37.3
"4333","108.300.000",-37.29
"4334","108.350.000",-37.29
"4335","108.350.000",-37.27
"4336","108.400.000",-37.27
"4337","108.400.000",-36.75
"4338","108.450.000",-36.75
"4339","108.450.000",-36.71
"4340","108.500.000",-36.71
"4341","108.500.000",-36.67
"4342","108.550.000",-36.67
"4343","108.550.000",-36.42
"4344","108.600.000",-36.42
"4345","108.600.000",-36.53
"4346","108.650.000",-36.53
"4347","108.650.000",-37.69
"4348","108.700.000",-37.69
"4349","108.700.000",-39.55
"4350","108.750.000",-39.55
"4351","108.750.000",-40.56
"4352","108.800.000",-40.56
"4353","108.800.000",-41.27
"4354","108.850.000",-41.27
"4355","108.850.000",-41.02
"4356","108.900.000",-41.02
"4357","108.900.000",-40.49
"4358","108.950.000",-40.49
"4359","108.950.000",-40.79
"4360","109.000.000",-40.79
"4361","109.000.000",-40.95
"4362","109.050.000",-40.95
"4363","109.050.000",-41.15
"4364","109.100.000",-41.15
"4365","109.100.000",-40.84
"4366","109.150.000",-40.84
"4367","109.150.000",-40.68
"4368","109.200.000",-40.68
"4369","109.200.000",-40.49
"4370","109.250.000",-40.49
"4371","109.250.000",-41.13
"4372","109.300.000",-41.13
"4373","109.300.000",-41.22
"4374","109.350.000",-41.22
"4375","109.350.000",-41.26
"4376","109.400.000",-41.26
"4377","109.400.000",-41.1
"4378","109.450.000",-41.1
"4379","109.450.000",-40.97
"4380","109.500.000",-40.97
"4381","109.500.000",-40.72
"4382","109.550.000",-40.72
"4383","109.550.000",-40.81
"4384","109.600.000",-40.81
"4385","109.600.000",-40.91
"4386","109.650.000",-40.91
"4387","109.650.000",-41.23
"4388","109.700.000",-41.23
"4389","109.700.000",-41.5
"4390","109.750.000",-41.5
"4391","109.750.000",-41.69
"4392","109.800.000",-41.69
"4393","109.800.000",-41.41
"4394","109.850.000",-41.41
"4395","109.850.000",-41.38
"4396","109.900.000",-41.38
"4397","109.900.000",-41.33
"4398","109.950.000",-41.33
"4399","109.950.000",-41.27
"4400","110.000.000",-41.27
"4401","110.000.000",-41.26
"4402","110.050.000",-41.26
"4403","110.050.000",-41.38
"4404","110.100.000",-41.38
"4405","110.100.000",-41.11
"4406","110.150.000",-41.11
"4407","110.150.000",-40.81
"4408","110.200.000",-40.81
"4409","110.200.000",-41.25
"4410","110.250.000",-41.25
"4411","110.250.000",-41.29
"4412","110.300.000",-41.29
"4413","110.300.000",-41.28
"4414","110.350.000",-41.28
"4415","110.350.000",-41.4
"4416","110.400.000",-41.4
"4417","110.400.000",-41.46
"4418","110.450.000",-41.46
"4419","110.450.000",-41.89
"4420","110.500.000",-41.89
"4421","110.500.000",-41.79
"4422","110.550.000",-41.79
"4423","110.550.000",-41.53
"4424","110.600.000",-41.53
"4425","110.600.000",-41.51
"4426","110.650.000",-41.51
"4427","110.650.000",-41.51
"4428","110.700.000",-41.51
"4429","110.700.000",-41.18
"4430","110.750.000",-41.18
"4431","110.750.000",-41.19
"4432","110.800.000",-41.19
"4433","110.800.000",-41.24
"4434","110.850.000",-41.24
"4435","110.850.000",-40.76
"4436","110.900.000",-40.76
"4437","110.900.000",-40
"4438","110.950.000",-40
"4439","110.950.000",-39.02
"4440","111.000.000",-39.02
"4441","111.000.000",-38.2
"4442","111.050.000",-38.2
"4443","111.050.000",-38.31
"4444","111.100.000",-38.31
"4445","111.100.000",-38.24
"4446","111.150.000",-38.24
"4447","111.150.000",-38.38
"4448","111.200.000",-38.38
"4449","111.200.000",-39.61
"4450","111.250.000",-39.61
"4451","111.250.000",-39.59
"4452","111.300.000",-39.59
"4453","111.300.000",-39.79
"4454","111.350.000",-39.79
"4455","111.350.000",-39.79
"4456","111.400.000",-39.79
"4457","111.400.000",-39.47
"4458","111.450.000",-39.47
"4459","111.450.000",-39.9
"4460","111.500.000",-39.9
"4461","111.500.000",-39.91
"4462","111.550.000",-39.91
"4463","111.550.000",-39.49
"4464","111.600.000",-39.49
"4465","111.600.000",-39.12
"4466","111.650.000",-39.12
"4467","111.650.000",-38.98
"4468","111.700.000",-38.98
"4469","111.700.000",-38.69
"4470","111.750.000",-38.69
"4471","111.750.000",-38.27
"4472","111.800.000",-38.27
"4473","111.800.000",-38.8
"4474","111.850.000",-38.8
"4475","111.850.000",-39.02
"4476","111.900.000",-39.02
"4477","111.900.000",-38.83
"4478","111.950.000",-38.83
"4479","111.950.000",-38.98
"4480","112.000.000",-38.98
"4481","112.000.000",-39.01
"4482","112.050.000",-39.01
"4483","112.050.000",-38.85
"4484","112.100.000",-38.85
"4485","112.100.000",-38.41
"4486","112.150.000",-38.41
"4487","112.150.000",-37.73
"4488","112.200.000",-37.73
"4489","112.200.000",-37.9
"4490","112.250.000",-37.9
"4491","112.250.000",-38.27
"4492","112.300.000",-38.27
"4493","112.300.000",-37.91
"4494","112.350.000",-37.91
"4495","112.350.000",-37.8
"4496","112.400.000",-37.8
"4497","112.400.000",-37.91
"4498","112.450.000",-37.91
"4499","112.450.000",-37.86
"4500","112.500.000",-37.86
"4501","112.500.000",-38.13
"4502","112.550.000",-38.13
"4503","112.550.000",-37.74
"4504","112.600.000",-37.74
"4505","112.600.000",-37.62
"4506","112.650.000",-37.62
"4507","112.650.000",-37.32
"4508","112.700.000",-37.32
"4509","112.700.000",-37.41
"4510","112.750.000",-37.41
"4511","112.750.000",-37.29
"4512","112.800.000",-37.29
"4513","112.800.000",-37.4
"4514","112.850.000",-37.4
"4515","112.850.000",-37.26
"4516","112.900.000",-37.26
"4517","112.900.000",-37.28
"4518","112.950.000",-37.28
"4519","112.950.000",-37.35
"4520","113.000.000",-37.35
"4521","113.000.000",-37.37
"4522","113.050.000",-37.37
"4523","113.050.000",-37.5
"4524","113.100.000",-37.5
"4525","113.100.000",-37.73
"4526","113.150.000",-37.73
"4527","113.150.000",-37.14
"4528","113.200.000",-37.14
"4529","113.200.000",-36.98
"4530","113.250.000",-36.98
"4531","113.250.000",-37.07
"4532","113.300.000",-37.07
"4533","113.300.000",-37.2
"4534","113.350.000",-37.2
"4535","113.350.000",-37.33
"4536","113.400.000",-37.33
"4537","113.400.000",-37.2
"4538","113.450.000",-37.2
"4539","113.450.000",-37.05
"4540","113.500.000",-37.05
"4541","113.500.000",-37.75
"4542","113.550.000",-37.75
"4543","113.550.000",-37.92
"4544","113.600.000",-37.92
"4545","113.600.000",-37.52
"4546","113.650.000",-37.52
"4547","113.650.000",-37.62
"4548","113.700.000",-37.62
"4549","113.700.000",-37.22
"4550","113.750.000",-37.22
"4551","113.750.000",-37.27
"4552","113.800.000",-37.27
"4553","113.800.000",-37.07
"4554","113.850.000",-37.07
"4555","113.850.000",-37.36
"4556","113.900.000",-37.36
"4557","113.900.000",-37.02
"4558","113.950.000",-37.02
"4559","113.950.000",-37.29
"4560","114.000.000",-37.29
"4561","114.000.000",-37.31
"4562","114.050.000",-37.31
"4563","114.050.000",-36.81
"4564","114.100.000",-36.81
"4565","114.100.000",-37.46
"4566","114.150.000",-37.46
"4567","114.150.000",-37.53
"4568","114.200.000",-37.53
"4569","114.200.000",-37.18
"4570","114.250.000",-37.18
"4571","114.250.000",-37.07
"4572","114.300.000",-37.07
"4573","114.300.000",-37.28
"4574","114.350.000",-37.28
"4575","114.350.000",-37.33
"4576","114.400.000",-37.33
"4577","114.400.000",-37.25
"4578","114.450.000",-37.25
"4579","114.450.000",-37.03
"4580","114.500.000",-37.03
"4581","114.500.000",-37.29
"4582","114.550.000",-37.29
"4583","114.550.000",-37.13
"4584","114.600.000",-37.13
"4585","114.600.000",-37.2
"4586","114.650.000",-37.2
"4587","114.650.000",-37.25
"4588","114.700.000",-37.25
"4589","114.700.000",-37.24
"4590","114.750.000",-37.24
"4591","114.750.000",-37.02
"4592","114.800.000",-37.02
"4593","114.800.000",-37.07
"4594","114.850.000",-37.07
"4595","114.850.000",-37.24
"4596","114.900.000",-37.24
"4597","114.900.000",-36.95
"4598","114.950.000",-36.95
"4599","114.950.000",-37.01
"4600","115.000.000",-37.01
"4601","115.000.000",-37.34
"4602","115.050.000",-37.34
"4603","115.050.000",-37.39
"4604","115.100.000",-37.39
"4605","115.100.000",-37.18
"4606","115.150.000",-37.18
"4607","115.150.000",-37.05
"4608","115.200.000",-37.05
"4609","115.200.000",-37.17
"4610","115.250.000",-37.17
"4611","115.250.000",-37.12
"4612","115.300.000",-37.12
"4613","115.300.000",-36.99
"4614","115.350.000",-36.99
"4615","115.350.000",-36.73
"4616","115.400.000",-36.73
"4617","115.400.000",-36.97
"4618","115.450.000",-36.97
"4619","115.450.000",-37.54
"4620","115.500.000",-37.54
"4621","115.500.000",-37.99
"4622","115.550.000",-37.99
"4623","115.550.000",-38.46
"4624","115.600.000",-38.46
"4625","115.600.000",-38.8
"4626","115.650.000",-38.8
"4627","115.650.000",-38.49
"4628","115.700.000",-38.49
"4629","115.700.000",-38.01
"4630","115.750.000",-38.01
"4631","115.750.000",-38.62
"4632","115.800.000",-38.62
"4633","115.800.000",-38.51
"4634","115.850.000",-38.51
"4635","115.850.000",-38.56
"4636","115.900.000",-38.56
"4637","115.900.000",-38.61
"4638","115.950.000",-38.61
"4639","115.950.000",-38.3
"4640","116.000.000",-38.3
"4641","116.000.000",-38.41
"4642","116.050.000",-38.41
"4643","116.050.000",-38.74
"4644","116.100.000",-38.74
"4645","116.100.000",-38.58
"4646","116.150.000",-38.58
"4647","116.150.000",-38.56
"4648","116.200.000",-38.56
"4649","116.200.000",-38.63
"4650","116.250.000",-38.63
"4651","116.250.000",-38.52
"4652","116.300.000",-38.52
"4653","116.300.000",-38.13
"4654","116.350.000",-38.13
"4655","116.350.000",-38.09
"4656","116.400.000",-38.09
"4657","116.400.000",-38.45
"4658","116.450.000",-38.45
"4659","116.450.000",-38.37
"4660","116.500.000",-38.37
"4661","116.500.000",-38.33
"4662","116.550.000",-38.33
"4663","116.550.000",-38.42
"4664","116.600.000",-38.42
"4665","116.600.000",-37.86
"4666","116.650.000",-37.86
"4667","116.650.000",-38.03
"4668","116.700.000",-38.03
"4669","116.700.000",-38.48
"4670","116.750.000",-38.48
"4671","116.750.000",-38.14
"4672","116.800.000",-38.14
"4673","116.800.000",-37.97
"4674","116.850.000",-37.97
"4675","116.850.000",-38.11
"4676","116.900.000",-38.11
"4677","116.900.000",-38.4
"4678","116.950.000",-38.4
"4679","116.950.000",-38.39
"4680","117.000.000",-38.39
"4681","117.000.000",-38.26
"4682","117.050.000",-38.26
"4683","117.050.000",-38.11
"4684","117.100.000",-38.11
"4685","117.100.000",-38.05
"4686","117.150.000",-38.05
"4687","117.150.000",-38.07
"4688","117.200.000",-38.07
"4689","117.200.000",-38.03
"4690","117.250.000",-38.03
"4691","117.250.000",-37.9
"4692","117.300.000",-37.9
"4693","117.300.000",-38.01
"4694","117.350.000",-38.01
"4695","117.350.000",-38
"4696","117.400.000",-38
"4697","117.400.000",-38.16
"4698","117.450.000",-38.16
"4699","117.450.000",-38.21
"4700","117.500.000",-38.21
"4701","117.500.000",-38.15
"4702","117.550.000",-38.15
"4703","117.550.000",-38
"4704","117.600.000",-38
"4705","117.600.000",-37.74
"4706","117.650.000",-37.74
"4707","117.650.000",-37.35
"4708","117.700.000",-37.35
"4709","117.700.000",-37.72
"4710","117.750.000",-37.72
"4711","117.750.000",-37.81
"4712","117.800.000",-37.81
"4713","117.800.000",-37.69
"4714","117.850.000",-37.69
"4715","117.850.000",-37.67
"4716","117.900.000",-37.67
"4717","117.900.000",-37.39
"4718","117.950.000",-37.39
"4719","117.950.000",-37.27
"4720","118.000.000",-37.27
"4721","118.000.000",-37.42
"4722","118.050.000",-37.42
"4723","118.050.000",-37.52
"4724","118.100.000",-37.52
"4725","118.100.000",-37.7
"4726","118.150.000",-37.7
"4727","118.150.000",-37.63
"4728","118.200.000",-37.63
"4729","118.200.000",-37.75
"4730","118.250.000",-37.75
"4731","118.250.000",-37.88
"4732","118.300.000",-37.88
"4733","118.300.000",-37.88
