"year","dD","dTsVscales","yearSample"
-40427.15,-439.01,-8.43027451465314,"(-4.36e+04,-3.82e+04]"
-40074.05,-436.29,-8.00581056015828,"(-4.36e+04,-3.82e+04]"
-39738.05,-435.83,-7.93402621491282,"(-4.36e+04,-3.82e+04]"
-39399.8,-439.01,-8.43027451465314,"(-4.36e+04,-3.82e+04]"
-39062.8,-436.94,-8.10724496104859,"(-4.36e+04,-3.82e+04]"
-38752.65,-429.96,-7.01799554841102,"(-4.36e+04,-3.82e+04]"
-38462,-428.13,-6.73241869667367,"(-4.36e+04,-3.82e+04]"
-38175.6,-427.01,-6.55763942129343,"(-4.36e+04,-3.82e+04]"
-37888,-429.23,-6.90407691356498,"(-3.82e+04,-3.27e+04]"
-37606.5,-422.69,-5.88349078768393,"(-3.82e+04,-3.27e+04]"
-37325.85,-429.71,-6.97898231729936,"(-3.82e+04,-3.27e+04]"
-37029.7,-431.8,-7.30513292939285,"(-3.82e+04,-3.27e+04]"
-36717.5,-436.7,-8.0697922591814,"(-3.82e+04,-3.27e+04]"
-36398.65,-435.79,-7.92778409793496,"(-3.82e+04,-3.27e+04]"
-36081.3,-437.91,-8.25861629776184,"(-3.82e+04,-3.27e+04]"
-35760.2,-436.67,-8.065110671448,"(-3.82e+04,-3.27e+04]"
-35444.2,-435.43,-7.87160504513416,"(-3.82e+04,-3.27e+04]"
-35135.4,-433.37,-7.55013602077408,"(-3.82e+04,-3.27e+04]"
-34832.25,-434.8,-7.77329170273278,"(-3.82e+04,-3.27e+04]"
-34523.75,-438.61,-8.36785334487449,"(-3.82e+04,-3.27e+04]"
-34188.2,-442.99,-9.05136515395078,"(-3.82e+04,-3.27e+04]"
-33847.2,-438.4,-8.33508223074069,"(-3.82e+04,-3.27e+04]"
-33531.45,-434.86,-7.78265487819958,"(-3.82e+04,-3.27e+04]"
-33218.25,-438.54,-8.35692964016322,"(-3.82e+04,-3.27e+04]"
-32893.95,-441.66,-8.84381476443675,"(-3.82e+04,-3.27e+04]"
-32574.95,-437.73,-8.23052677136144,"(-3.27e+04,-2.73e+04]"
-32267.35,-435.11,-7.82166810931124,"(-3.27e+04,-2.73e+04]"
-31955.1,-441.71,-8.85161741065908,"(-3.27e+04,-2.73e+04]"
-31623.45,-444.04,-9.21522072461976,"(-3.27e+04,-2.73e+04]"
-31292.5,-438.43,-8.33976381847409,"(-3.27e+04,-2.73e+04]"
-30956.8,-440.91,-8.72677507110177,"(-3.27e+04,-2.73e+04]"
-30615.1,-442.47,-8.97021763323853,"(-3.27e+04,-2.73e+04]"
-30287.65,-439.87,-8.56448002967726,"(-3.27e+04,-2.73e+04]"
-29977.75,-437.13,-8.13689501669345,"(-3.27e+04,-2.73e+04]"
-29680.55,-435.89,-7.94338939037962,"(-3.27e+04,-2.73e+04]"
-29370.85,-440.43,-8.65186966736738,"(-3.27e+04,-2.73e+04]"
-29048.45,-437.46,-8.18839248176084,"(-3.27e+04,-2.73e+04]"
-28717.25,-443.73,-9.1668443180413,"(-3.27e+04,-2.73e+04]"
-28386.5,-437.79,-8.23988994682824,"(-3.27e+04,-2.73e+04]"
-28066.4,-439,-8.42871398540868,"(-3.27e+04,-2.73e+04]"
-27738.3,-443.81,-9.17932855199703,"(-3.27e+04,-2.73e+04]"
-27398.5,-444.6,-9.30261036230988,"(-3.27e+04,-2.73e+04]"
-27057.4,-444.24,-9.24643130950909,"(-2.73e+04,-2.18e+04]"
-26717.1,-443.97,-9.2042970199085,"(-2.73e+04,-2.18e+04]"
-26376.5,-444.66,-9.31197353777668,"(-2.73e+04,-2.18e+04]"
-26032.9,-445.16,-9.39,"(-2.73e+04,-2.18e+04]"
-25686.85,-444.5,-9.28700506986521,"(-2.73e+04,-2.18e+04]"
-25346,-443.47,-9.12627055768517,"(-2.73e+04,-2.18e+04]"
-25008.15,-442.99,-9.05136515395078,"(-2.73e+04,-2.18e+04]"
-24673,-443.17,-9.07945468035118,"(-2.73e+04,-2.18e+04]"
-24344.5,-439.47,-8.5020588598986,"(-2.73e+04,-2.18e+04]"
-24021.1,-439.33,-8.48021145047607,"(-2.73e+04,-2.18e+04]"
-23688.85,-442.79,-9.02015456906146,"(-2.73e+04,-2.18e+04]"
-23354.35,-440.17,-8.61129590701125,"(-2.73e+04,-2.18e+04]"
-23021.65,-443.51,-9.13251267466303,"(-2.73e+04,-2.18e+04]"
-22693.05,-440.2,-8.61597749474465,"(-2.73e+04,-2.18e+04]"
-22369.6,-441.11,-8.7579856559911,"(-2.73e+04,-2.18e+04]"
-22038.7,-441.83,-8.87034376159267,"(-2.73e+04,-2.18e+04]"
-21707.05,-442.31,-8.94524916532706,"(-2.18e+04,-1.64e+04]"
-21380.3,-442.01,-8.89843328799307,"(-2.18e+04,-1.64e+04]"
-21057.85,-441.4,-8.80324100408062,"(-2.18e+04,-1.64e+04]"
-20728.1,-441.41,-8.80480153332509,"(-2.18e+04,-1.64e+04]"
-20387.25,-443.77,-9.17308643501916,"(-2.18e+04,-1.64e+04]"
-20051.75,-439.79,-8.55199579572153,"(-2.18e+04,-1.64e+04]"
-19722.25,-442.46,-8.96865710399406,"(-2.18e+04,-1.64e+04]"
-19390.15,-440.89,-8.72365401261283,"(-2.18e+04,-1.64e+04]"
-19058.15,-441.93,-8.88594905403734,"(-2.18e+04,-1.64e+04]"
-18729.6,-441.44,-8.80948312105848,"(-2.18e+04,-1.64e+04]"
-18404.55,-439.89,-8.56760108816619,"(-2.18e+04,-1.64e+04]"
-18088.8,-438.79,-8.39594287127488,"(-2.18e+04,-1.64e+04]"
-17788.35,-433.81,-7.6187993075306,"(-2.18e+04,-1.64e+04]"
-17500.6,-433.73,-7.60631507357487,"(-2.18e+04,-1.64e+04]"
-17229.05,-428.26,-6.75270557685173,"(-2.18e+04,-1.64e+04]"
-16968.8,-423.94,-6.07855694324224,"(-2.18e+04,-1.64e+04]"
-16713.9,-423.57,-6.02081736119698,"(-2.18e+04,-1.64e+04]"
-16471.2,-418.99,-5.30609496723136,"(-2.18e+04,-1.64e+04]"
-16240.85,-418.26,-5.1921763323853,"(-1.64e+04,-1.1e+04]"
-16013.65,-418.67,-5.25615803140843,"(-1.64e+04,-1.1e+04]"
-15791.45,-413.19,-4.40098800544083,"(-1.64e+04,-1.1e+04]"
-15582.7,-410.93,-4.04830839619142,"(-1.64e+04,-1.1e+04]"
-15375.05,-412.16,-4.24025349326079,"(-1.64e+04,-1.1e+04]"
-15163.8,-410.74,-4.01865834054655,"(-1.64e+04,-1.1e+04]"
-14964.45,-404.94,-3.11355137875602,"(-1.64e+04,-1.1e+04]"
-14775.2,-402.99,-2.80924817608507,"(-1.64e+04,-1.1e+04]"
-14583.45,-407.67,-3.53957586249536,"(-1.64e+04,-1.1e+04]"
-14381.9,-411.74,-4.1747112649932,"(-1.64e+04,-1.1e+04]"
-14174.7,-414.96,-4.67720168171138,"(-1.64e+04,-1.1e+04]"
-13970.65,-413.57,-4.46028811673055,"(-1.64e+04,-1.1e+04]"
-13772.65,-410.77,-4.02333992827995,"(-1.64e+04,-1.1e+04]"
-13571.7,-414.1,-4.54299616668728,"(-1.64e+04,-1.1e+04]"
-13363.75,-415.1,-4.69904909113392,"(-1.64e+04,-1.1e+04]"
-13154.05,-415.66,-4.78643872882404,"(-1.64e+04,-1.1e+04]"
-12949.1,-412.14,-4.23713243477185,"(-1.64e+04,-1.1e+04]"
-12755.6,-409.31,-3.79550265858785,"(-1.64e+04,-1.1e+04]"
-12570,-407.2,-3.46623098800544,"(-1.64e+04,-1.1e+04]"
-12391.7,-401.76,-2.6173030790157,"(-1.64e+04,-1.1e+04]"
-12222.85,-398.23,-2.06643625571905,"(-1.64e+04,-1.1e+04]"
-12065.35,-392.4,-1.15664770619512,"(-1.64e+04,-1.1e+04]"
-11912.6,-393.01,-1.25183999010758,"(-1.64e+04,-1.1e+04]"
-11760.55,-390.56,-0.869510325213302,"(-1.64e+04,-1.1e+04]"
-11611.45,-391.8,-1.06301595152714,"(-1.64e+04,-1.1e+04]"
-11462.2,-391.79,-1.06145542228268,"(-1.64e+04,-1.1e+04]"
-11311.7,-392.01,-1.09578706566093,"(-1.64e+04,-1.1e+04]"
-11160.3,-394.27,-1.44846667491034,"(-1.64e+04,-1.1e+04]"
-11007.95,-392.94,-1.24091628539631,"(-1.64e+04,-1.1e+04]"
-10857.65,-392.41,-1.1582082354396,"(-1.1e+04,-5.51e+03]"
-10714.65,-388.41,-0.533996537653024,"(-1.1e+04,-5.51e+03]"
-10573.05,-392.61,-1.18941882032892,"(-1.1e+04,-5.51e+03]"
-10429.5,-393.5,-1.32830592308643,"(-1.1e+04,-5.51e+03]"
-10289.8,-389.14,-0.647915172499067,"(-1.1e+04,-5.51e+03]"
-10150.7,-392.03,-1.09890812414986,"(-1.1e+04,-5.51e+03]"
-10009.6,-393.06,-1.25964263632991,"(-1.1e+04,-5.51e+03]"
-9870.475,-391.3,-0.98498948930382,"(-1.1e+04,-5.51e+03]"
-9731.575,-391.67,-1.04272907134908,"(-1.1e+04,-5.51e+03]"
-9588.325,-394.63,-1.50464572771114,"(-1.1e+04,-5.51e+03]"
-9444.125,-392.28,-1.13792135526152,"(-1.1e+04,-5.51e+03]"
-9300.325,-394.07,-1.41725609002102,"(-1.1e+04,-5.51e+03]"
-9150.525,-398.83,-2.16006801038704,"(-1.1e+04,-5.51e+03]"
-9000.225,-396.29,-1.76369358229257,"(-1.1e+04,-5.51e+03]"
-8850.975,-398.61,-2.12573636700878,"(-1.1e+04,-5.51e+03]"
-8700.2,-398.94,-2.17723383207617,"(-1.1e+04,-5.51e+03]"
-8551.75,-398.37,-2.08828366514158,"(-1.1e+04,-5.51e+03]"
-8401.725,-401.09,-2.51274761963645,"(-1.1e+04,-5.51e+03]"
-8247.775,-400.67,-2.44720539136886,"(-1.1e+04,-5.51e+03]"
-8092.125,-404.27,-3.00899591937677,"(-1.1e+04,-5.51e+03]"
-7940.075,-400.49,-2.41911586496847,"(-1.1e+04,-5.51e+03]"
-7792.2,-398.07,-2.04146778780759,"(-1.1e+04,-5.51e+03]"
-7644.9,-397.46,-1.94627550389513,"(-1.1e+04,-5.51e+03]"
-7500.7,-395.3,-1.60920118709039,"(-1.1e+04,-5.51e+03]"
-7352.6,-402.39,-2.71561642141708,"(-1.1e+04,-5.51e+03]"
-7199.35,-398.9,-2.1709917150983,"(-1.1e+04,-5.51e+03]"
-7046.4,-402.01,-2.65631631012736,"(-1.1e+04,-5.51e+03]"
-6897.05,-398.96,-2.1803548905651,"(-1.1e+04,-5.51e+03]"
-6752.3,-396.24,-1.75589093607023,"(-1.1e+04,-5.51e+03]"
-6605.225,-398.03,-2.03522567082972,"(-1.1e+04,-5.51e+03]"
-6459.325,-400.19,-2.37229998763447,"(-1.1e+04,-5.51e+03]"
-6315.525,-397.54,-1.95875973785087,"(-1.1e+04,-5.51e+03]"
-6172.525,-397.56,-1.9618807963398,"(-1.1e+04,-5.51e+03]"
-6033.1,-396.41,-1.78241993322617,"(-1.1e+04,-5.51e+03]"
-5892.45,-397.51,-1.95407815011747,"(-1.1e+04,-5.51e+03]"
-5752.6,-393.1,-1.26588475330778,"(-1.1e+04,-5.51e+03]"
-5616.45,-395.29,-1.60764065784593,"(-1.1e+04,-5.51e+03]"
-5478.925,-396.94,-1.86512798318288,"(-5.51e+03,670]"
-5338.825,-399.23,-2.2224891801657,"(-5.51e+03,670]"
-5198.05,-395.53,-1.64509335971311,"(-5.51e+03,670]"
-5061.45,-394.1,-1.42193767775442,"(-5.51e+03,670]"
-4926.05,-396.07,-1.7293619389143,"(-5.51e+03,670]"
-4789.95,-395.27,-1.60451959935699,"(-5.51e+03,670]"
-4653.5,-396.91,-1.86044639544949,"(-5.51e+03,670]"
-4515.4,-396.2,-1.74964881909237,"(-5.51e+03,670]"
-4381.55,-395,-1.5623853097564,"(-5.51e+03,670]"
-4251,-395.2,-1.59359589464572,"(-5.51e+03,670]"
-4117.6,-395.27,-1.60451959935699,"(-5.51e+03,670]"
-3982.85,-394.44,-1.47499567206628,"(-5.51e+03,670]"
-3850.125,-396.24,-1.75589093607023,"(-5.51e+03,670]"
-3723.125,-393.87,-1.38604550513169,"(-5.51e+03,670]"
-3601.225,-393.87,-1.38604550513169,"(-5.51e+03,670]"
-3478.525,-394.81,-1.53273525411153,"(-5.51e+03,670]"
-3351.975,-397.56,-1.9618807963398,"(-5.51e+03,670]"
-3221.425,-399.5,-2.26462346976629,"(-5.51e+03,670]"
-3094.375,-395.95,-1.7106355879807,"(-5.51e+03,670]"
-2970.225,-396.33,-1.76993569927043,"(-5.51e+03,670]"
-2848.85,-393.96,-1.40009026833188,"(-5.51e+03,670]"
-2729.3,-393.74,-1.36575862495363,"(-5.51e+03,670]"
-2604.15,-395.1,-1.57799060220106,"(-5.51e+03,670]"
-2474.6,-397.01,-1.87605168789415,"(-5.51e+03,670]"
-2343.4,-402.41,-2.71873747990602,"(-5.51e+03,670]"
-2215.35,-396.97,-1.86980957091629,"(-5.51e+03,670]"
-2092.65,-396.96,-1.86824904167181,"(-5.51e+03,670]"
-1971.9,-397.89,-2.01337826140719,"(-5.51e+03,670]"
-1852.45,-396.51,-1.79802522567083,"(-5.51e+03,670]"
-1736.35,-397.54,-1.95875973785087,"(-5.51e+03,670]"
-1625.275,-397.49,-1.95095709162854,"(-5.51e+03,670]"
-1516.875,-396.86,-1.85264374922715,"(-5.51e+03,670]"
-1410.575,-395.44,-1.63104859651292,"(-5.51e+03,670]"
-1310.125,-394.3,-1.45314826264375,"(-5.51e+03,670]"
-1212.525,-393.51,-1.3298664523309,"(-5.51e+03,670]"
-1114.175,-396.37,-1.7761778162483,"(-5.51e+03,670]"
-1014.775,-396.96,-1.86824904167181,"(-5.51e+03,670]"
-915.575,-398.81,-2.15694695189811,"(-5.51e+03,670]"
-821.825,-392.33,-1.14572400148386,"(-5.51e+03,670]"
-730.425,-400.54,-2.4269185111908,"(-5.51e+03,670]"
-639.625,-394.86,-1.54053790033387,"(-5.51e+03,670]"
-549.875,-397.83,-2.00401508594039,"(-5.51e+03,670]"
-460.325,-398.49,-2.10701001607518,"(-5.51e+03,670]"
-374.775,-400.07,-2.35357363670087,"(-5.51e+03,670]"
-294.5,-398.11,-2.04770990478546,"(-5.51e+03,670]"
-215.5,-398.19,-2.06019413874119,"(-5.51e+03,670]"
-138.5,-396.49,-1.7949041671819,"(-5.51e+03,670]"
-70,-391.2,-0.969384196859151,"(-5.51e+03,670]"
