"year","dOice","dTsVscales","yearSample"
-30300,-42.37,-6.50027798098025,"(-30350,-30300]"
-30250,-42.23,-6.38301389904901,"(-30300,-30250]"
-30200,-43.83,-7.723174835406,"(-30250,-30200]"
-30150,-43.35,-7.32112655449891,"(-30200,-30150]"
-30100,-43.76,-7.66454279444038,"(-30150,-30100]"
-30050,-44.88,-8.60265544989027,"(-30100,-30050]"
-30000,-44.04,-7.89907095830285,"(-30050,-30000]"
-29950,-43.74,-7.64779078273592,"(-30000,-29950]"
-29900,-45.09,-8.77855157278713,"(-29950,-29900]"
-29850,-44.37,-8.17547915142648,"(-29900,-29850]"
-29800,-44.22,-8.04983906364301,"(-29850,-29800]"
-29750,-45.11,-8.79530358449159,"(-29800,-29750]"
-29700,-44.47,-8.25923920994879,"(-29750,-29700]"
-29650,-44.83,-8.56077542062911,"(-29700,-29650]"
-29600,-43.98,-7.84881492318946,"(-29650,-29600]"
-29550,-44.06,-7.91582297000732,"(-29600,-29550]"
-29500,-44.51,-8.29274323335772,"(-29550,-29500]"
-29450,-44.31,-8.1252231163131,"(-29500,-29450]"
-29400,-44.15,-7.9912070226774,"(-29450,-29400]"
-29350,-44.39,-8.19223116313094,"(-29400,-29350]"
-29300,-45.22,-8.88743964886613,"(-29350,-29300]"
-29250,-44.57,-8.34299926847111,"(-29300,-29250]"
-29200,-45.82,-9.39,"(-29250,-29200]"
-29150,-44.35,-8.15872713972202,"(-29200,-29150]"
-29100,-45.07,-8.76179956108266,"(-29150,-29100]"
-29050,-44.14,-7.98283101682517,"(-29100,-29050]"
-29000,-43.51,-7.4551426481346,"(-29050,-29000]"
-28950,-43.65,-7.57240673006584,"(-29000,-28950]"
-28900,-44.32,-8.13359912216533,"(-28950,-28900]"
-28850,-44.13,-7.97445501097294,"(-28900,-28850]"
-28800,-43.71,-7.62266276517923,"(-28850,-28800]"
-28750,-44.54,-8.31787125091441,"(-28800,-28750]"
-28700,-44.08,-7.93257498171178,"(-28750,-28700]"
-28650,-44.37,-8.17547915142648,"(-28700,-28650]"
-28600,-43.6,-7.53052670080468,"(-28650,-28600]"
-28550,-42.5,-6.60916605705926,"(-28600,-28550]"
-28500,-40.23,-4.70781272860278,"(-28550,-28500]"
-28450,-39.02,-3.69431602048281,"(-28500,-28450]"
-28400,-40.36,-4.81670080468179,"(-28450,-28400]"
-28350,-40.45,-4.89208485735187,"(-28400,-28350]"
-28300,-40.33,-4.79157278712509,"(-28350,-28300]"
-28250,-40.58,-5.00097293343087,"(-28300,-28250]"
-28200,-43.23,-7.22061448427213,"(-28250,-28200]"
-28150,-43.2,-7.19548646671544,"(-28200,-28150]"
-28100,-44.28,-8.1000950987564,"(-28150,-28100]"
-28050,-43.78,-7.68129480614484,"(-28100,-28050]"
-28000,-43.59,-7.52215069495245,"(-28050,-28000]"
-27950,-44.7,-8.45188734455011,"(-28000,-27950]"
-27900,-43.75,-7.65616678858815,"(-27950,-27900]"
-27850,-44.48,-8.26761521580102,"(-27900,-27850]"
-27800,-44.15,-7.9912070226774,"(-27850,-27800]"
-27750,-44.05,-7.90744696415508,"(-27800,-27750]"
-27700,-44.58,-8.35137527432333,"(-27750,-27700]"
-27650,-44.2,-8.03308705193855,"(-27700,-27650]"
-27600,-44.84,-8.56915142648135,"(-27650,-27600]"
-27550,-43.85,-7.73992684711046,"(-27600,-27550]"
-27500,-43.82,-7.71479882955377,"(-27550,-27500]"
-27450,-43.72,-7.63103877103146,"(-27500,-27450]"
-27400,-43.2,-7.19548646671544,"(-27450,-27400]"
-27350,-38.37,-3.14987564008778,"(-27400,-27350]"
-27300,-39.4,-4.01260424286759,"(-27350,-27300]"
-27250,-39.62,-4.19687637161668,"(-27300,-27250]"
-27200,-40.72,-5.11823701536211,"(-27250,-27200]"
-27150,-41.42,-5.70455742501829,"(-27200,-27150]"
-27100,-43.03,-7.05309436722751,"(-27150,-27100]"
-27050,-43.61,-7.53890270665691,"(-27100,-27050]"
-27000,-44.58,-8.35137527432333,"(-27050,-27000]"
-26950,-44.4,-8.20060716898317,"(-27000,-26950]"
-26900,-44.06,-7.91582297000732,"(-26950,-26900]"
-26850,-43.08,-7.09497439648866,"(-26900,-26850]"
-26800,-43.35,-7.32112655449891,"(-26850,-26800]"
-26750,-43.45,-7.40488661302122,"(-26800,-26750]"
-26700,-42.63,-6.71805413313826,"(-26750,-26700]"
-26650,-42.36,-6.49190197512802,"(-26700,-26650]"
-26600,-43.97,-7.84043891733723,"(-26650,-26600]"
-26550,-43.97,-7.84043891733723,"(-26600,-26550]"
-26500,-42.54,-6.64267008046818,"(-26550,-26500]"
-26450,-43.47,-7.42163862472568,"(-26500,-26450]"
-26400,-43.91,-7.79018288222385,"(-26450,-26400]"
-26350,-43.23,-7.22061448427213,"(-26400,-26350]"
-26300,-44.07,-7.92419897585955,"(-26350,-26300]"
-26250,-44.16,-7.99958302852962,"(-26300,-26250]"
-26200,-43.36,-7.32950256035113,"(-26250,-26200]"
-26150,-43.17,-7.17035844915874,"(-26200,-26150]"
-26100,-43.54,-7.48027066569129,"(-26150,-26100]"
-26050,-44.4,-8.20060716898317,"(-26100,-26050]"
-26000,-45.62,-9.22247988295537,"(-26050,-26000]"
-25950,-43.79,-7.68967081199707,"(-26000,-25950]"
-25900,-42.94,-6.97771031455742,"(-25950,-25900]"
-25850,-42.44,-6.55891002194587,"(-25900,-25850]"
-25800,-42.67,-6.75155815654719,"(-25850,-25800]"
-25750,-42.79,-6.85207022677396,"(-25800,-25750]"
-25700,-43.18,-7.17873445501097,"(-25750,-25700]"
-25650,-42.76,-6.82694220921726,"(-25700,-25650]"
-25600,-42.27,-6.41651792245794,"(-25650,-25600]"
-25550,-43.24,-7.22899049012436,"(-25600,-25550]"
-25500,-42.46,-6.57566203365033,"(-25550,-25500]"
-25450,-44.76,-8.5021433796635,"(-25500,-25450]"
-25400,-43.45,-7.40488661302122,"(-25450,-25400]"
-25350,-43.45,-7.40488661302122,"(-25400,-25350]"
-25300,-44.37,-8.17547915142648,"(-25350,-25300]"
-25250,-44.76,-8.5021433796635,"(-25300,-25250]"
-25200,-43.73,-7.63941477688368,"(-25250,-25200]"
-25150,-44.18,-8.01633504023409,"(-25200,-25150]"
-25100,-44.76,-8.5021433796635,"(-25150,-25100]"
-25050,-44.56,-8.33462326261888,"(-25100,-25050]"
-25000,-43.44,-7.39651060716898,"(-25050,-25000]"
-24950,-43.39,-7.35463057790783,"(-25000,-24950]"
-24900,-42.36,-6.49190197512802,"(-24950,-24900]"
-24850,-44.86,-8.58590343818581,"(-24900,-24850]"
-24800,-44.13,-7.97445501097294,"(-24850,-24800]"
-24750,-42.93,-6.96933430870519,"(-24800,-24750]"
-24700,-43.45,-7.40488661302122,"(-24750,-24700]"
-24650,-44,-7.86556693489393,"(-24700,-24650]"
-24600,-42.79,-6.85207022677396,"(-24650,-24600]"
-24550,-43.39,-7.35463057790783,"(-24600,-24550]"
-24500,-44.21,-8.04146305779078,"(-24550,-24500]"
-24450,-43.43,-7.38813460131675,"(-24500,-24450]"
-24400,-42.74,-6.8101901975128,"(-24450,-24400]"
-24350,-42.67,-6.75155815654719,"(-24400,-24350]"
-24300,-44.49,-8.27599122165326,"(-24350,-24300]"
-24250,-43.89,-7.77343087051939,"(-24300,-24250]"
-24200,-44.06,-7.91582297000732,"(-24250,-24200]"
-24150,-43.84,-7.73155084125823,"(-24200,-24150]"
-24100,-43.04,-7.06147037307974,"(-24150,-24100]"
-24050,-44.23,-8.05821506949524,"(-24100,-24050]"
-24000,-43.6,-7.53052670080468,"(-24050,-24000]"
-23950,-42.7,-6.77668617410388,"(-24000,-23950]"
-23900,-43.2,-7.19548646671544,"(-23950,-23900]"
-23850,-43.5,-7.44676664228237,"(-23900,-23850]"
-23800,-43.41,-7.37138258961229,"(-23850,-23800]"
-23750,-43.54,-7.48027066569129,"(-23800,-23750]"
-23700,-42.62,-6.70967812728603,"(-23750,-23700]"
-23650,-43.8,-7.6980468178493,"(-23700,-23650]"
-23600,-44.32,-8.13359912216533,"(-23650,-23600]"
-23550,-43.82,-7.71479882955377,"(-23600,-23550]"
-23500,-43.55,-7.48864667154352,"(-23550,-23500]"
-23450,-43.74,-7.64779078273592,"(-23500,-23450]"
-23400,-43.14,-7.14523043160205,"(-23450,-23400]"
-23350,-42.65,-6.73480614484272,"(-23400,-23350]"
-23300,-43.57,-7.50539868324799,"(-23350,-23300]"
-23250,-43.53,-7.47189465983907,"(-23300,-23250]"
-23200,-44.19,-8.02471104608632,"(-23250,-23200]"
-23150,-43.72,-7.63103877103146,"(-23200,-23150]"
-23100,-43.12,-7.12847841989758,"(-23150,-23100]"
-23050,-44.07,-7.92419897585955,"(-23100,-23050]"
-23000,-43.67,-7.5891587417703,"(-23050,-23000]"
-22950,-43.77,-7.67291880029262,"(-23000,-22950]"
-22900,-43.61,-7.53890270665691,"(-22950,-22900]"
-22850,-43.68,-7.59753474762253,"(-22900,-22850]"
-22800,-42,-6.1903657644477,"(-22850,-22800]"
-22750,-43.46,-7.41326261887345,"(-22800,-22750]"
-22700,-41.92,-6.12335771762985,"(-22750,-22700]"
-22650,-39.76,-4.31414045354791,"(-22700,-22650]"
-22600,-41.07,-5.4113972201902,"(-22650,-22600]"
-22550,-41.76,-5.98934162399415,"(-22600,-22550]"
-22500,-42.47,-6.58403803950256,"(-22550,-22500]"
-22450,-42.76,-6.82694220921726,"(-22500,-22450]"
-22400,-42.11,-6.28250182882224,"(-22450,-22400]"
-22350,-42.27,-6.41651792245794,"(-22400,-22350]"
-22300,-41.18,-5.50353328456474,"(-22350,-22300]"
-22250,-41.87,-6.08147768836869,"(-22300,-22250]"
-22200,-42.49,-6.60079005120702,"(-22250,-22200]"
-22150,-41.2,-5.52028529626921,"(-22200,-22150]"
-22100,-41.22,-5.53703730797367,"(-22150,-22100]"
-22050,-43.48,-7.43001463057791,"(-22100,-22050]"
-22000,-42.38,-6.50865398683248,"(-22050,-22000]"
-21950,-42.24,-6.39138990490125,"(-22000,-21950]"
-21900,-43.01,-7.03634235552304,"(-21950,-21900]"
-21850,-42.31,-6.45002194586686,"(-21900,-21850]"
-21800,-42.4,-6.52540599853694,"(-21850,-21800]"
-21750,-42.9,-6.9442062911485,"(-21800,-21750]"
-21700,-42.34,-6.47514996342356,"(-21750,-21700]"
-21650,-42.14,-6.30762984637893,"(-21700,-21650]"
-21600,-41.56,-5.82182150694953,"(-21650,-21600]"
-21550,-41.59,-5.84694952450622,"(-21600,-21550]"
-21500,-42.03,-6.21549378200439,"(-21550,-21500]"
-21450,-41.87,-6.08147768836869,"(-21500,-21450]"
-21400,-42.83,-6.88557425018288,"(-21450,-21400]"
-21350,-41.85,-6.06472567666423,"(-21400,-21350]"
-21300,-42.36,-6.49190197512802,"(-21350,-21300]"
-21250,-43.28,-7.26249451353329,"(-21300,-21250]"
-21200,-42.91,-6.95258229700073,"(-21250,-21200]"
-21150,-43.75,-7.65616678858815,"(-21200,-21150]"
-21100,-42.95,-6.98608632040966,"(-21150,-21100]"
-21050,-42.65,-6.73480614484272,"(-21100,-21050]"
-21000,-41.71,-5.94746159473299,"(-21050,-21000]"
-20950,-42.14,-6.30762984637893,"(-21000,-20950]"
-20900,-43.05,-7.06984637893197,"(-20950,-20900]"
-20850,-42.07,-6.24899780541331,"(-20900,-20850]"
-20800,-42.77,-6.8353182150695,"(-20850,-20800]"
-20750,-42.41,-6.53378200438917,"(-20800,-20750]"
-20700,-42.14,-6.30762984637893,"(-20750,-20700]"
-20650,-43.29,-7.27087051938552,"(-20700,-20650]"
-20600,-42.96,-6.99446232626189,"(-20650,-20600]"
-20550,-42.06,-6.24062179956108,"(-20600,-20550]"
-20500,-43.15,-7.15360643745428,"(-20550,-20500]"
-20450,-42.61,-6.7013021214338,"(-20500,-20450]"
-20400,-44.28,-8.1000950987564,"(-20450,-20400]"
-20350,-42.75,-6.81856620336503,"(-20400,-20350]"
-20300,-42.49,-6.60079005120702,"(-20350,-20300]"
-20250,-42.7,-6.77668617410388,"(-20300,-20250]"
-20200,-42.11,-6.28250182882224,"(-20250,-20200]"
-20150,-42.28,-6.42489392831017,"(-20200,-20150]"
-20100,-41.79,-6.01446964155084,"(-20150,-20100]"
-20050,-41.01,-5.36114118507681,"(-20100,-20050]"
-20000,-42.03,-6.21549378200439,"(-20050,-20000]"
-19950,-43.87,-7.75667885881492,"(-20000,-19950]"
-19900,-42.76,-6.82694220921726,"(-19950,-19900]"
-19850,-42.38,-6.50865398683248,"(-19900,-19850]"
-19800,-43.34,-7.31275054864668,"(-19850,-19800]"
-19750,-43.2,-7.19548646671544,"(-19800,-19750]"
-19700,-42.9,-6.9442062911485,"(-19750,-19700]"
-19650,-42.01,-6.19874177029993,"(-19700,-19650]"
-19600,-42.29,-6.4332699341624,"(-19650,-19600]"
-19550,-41.73,-5.96421360643745,"(-19600,-19550]"
-19500,-42.22,-6.37463789319678,"(-19550,-19500]"
-19450,-42.18,-6.34113386978786,"(-19500,-19450]"
-19400,-42.57,-6.66779809802487,"(-19450,-19400]"
-19350,-41.77,-5.99771762984638,"(-19400,-19350]"
-19300,-42.6,-6.69292611558157,"(-19350,-19300]"
-19250,-40.98,-5.33601316752012,"(-19300,-19250]"
-19200,-40.88,-5.25225310899781,"(-19250,-19200]"
-19150,-42.82,-6.87719824433065,"(-19200,-19150]"
-19100,-41.36,-5.6543013899049,"(-19150,-19100]"
-19050,-41.05,-5.39464520848573,"(-19100,-19050]"
-19000,-41.13,-5.46165325530359,"(-19050,-19000]"
-18950,-41.52,-5.7883174835406,"(-19000,-18950]"
-18900,-41.97,-6.165237746891,"(-18950,-18900]"
-18850,-41.26,-5.57054133138259,"(-18900,-18850]"
-18800,-42.82,-6.87719824433065,"(-18850,-18800]"
-18750,-42.18,-6.34113386978786,"(-18800,-18750]"
-18700,-41.37,-5.66267739575713,"(-18750,-18700]"
-18650,-42.31,-6.45002194586686,"(-18700,-18650]"
-18600,-42.48,-6.59241404535479,"(-18650,-18600]"
-18550,-42.34,-6.47514996342356,"(-18600,-18550]"
-18500,-41.71,-5.94746159473299,"(-18550,-18500]"
-18450,-42.19,-6.34950987564009,"(-18500,-18450]"
-18400,-41.32,-5.62079736649598,"(-18450,-18400]"
-18350,-41.89,-6.09822970007315,"(-18400,-18350]"
-18300,-41.04,-5.38626920263351,"(-18350,-18300]"
-18250,-41.28,-5.58729334308705,"(-18300,-18250]"
-18200,-42.09,-6.26574981711778,"(-18250,-18200]"
-18150,-41.45,-5.72968544257498,"(-18200,-18150]"
-18100,-40.93,-5.29413313825896,"(-18150,-18100]"
-18050,-41.66,-5.90558156547183,"(-18100,-18050]"
-18000,-40.73,-5.12661302121434,"(-18050,-18000]"
-17950,-41.69,-5.93070958302853,"(-18000,-17950]"
-17900,-42.25,-6.39976591075347,"(-17950,-17900]"
-17850,-42.35,-6.48352596927579,"(-17900,-17850]"
-17800,-42.63,-6.71805413313826,"(-17850,-17800]"
-17750,-42.47,-6.58403803950256,"(-17800,-17750]"
-17700,-42.07,-6.24899780541331,"(-17750,-17700]"
-17650,-41.35,-5.64592538405267,"(-17700,-17650]"
-17600,-41.83,-6.04797366495976,"(-17650,-17600]"
-17550,-42.53,-6.63429407461595,"(-17600,-17550]"
-17500,-41.8,-6.02284564740307,"(-17550,-17500]"
-17450,-42.6,-6.69292611558157,"(-17500,-17450]"
-17400,-42.16,-6.32438185808339,"(-17450,-17400]"
-17350,-41.88,-6.08985369422092,"(-17400,-17350]"
-17300,-41.15,-5.47840526700805,"(-17350,-17300]"
-17250,-40.66,-5.06798098024872,"(-17300,-17250]"
-17200,-41.44,-5.72130943672275,"(-17250,-17200]"
-17150,-40.18,-4.66593269934162,"(-17200,-17150]"
-17100,-40.27,-4.74131675201171,"(-17150,-17100]"
-17050,-41.14,-5.47002926115582,"(-17100,-17050]"
-17000,-42.02,-6.20711777615216,"(-17050,-17000]"
-16950,-41.02,-5.36951719092905,"(-17000,-16950]"
-16900,-40.76,-5.15174103877103,"(-16950,-16900]"
-16850,-40.99,-5.34438917337235,"(-16900,-16850]"
-16800,-40.45,-4.89208485735187,"(-16850,-16800]"
-16750,-40.42,-4.86695683979517,"(-16800,-16750]"
-16700,-40.42,-4.86695683979517,"(-16750,-16700]"
-16650,-41.28,-5.58729334308705,"(-16700,-16650]"
-16600,-41.9,-6.10660570592538,"(-16650,-16600]"
-16550,-40.31,-4.77482077542063,"(-16600,-16550]"
-16500,-40.44,-4.88370885149963,"(-16550,-16500]"
-16450,-41.17,-5.49515727871251,"(-16500,-16450]"
-16400,-41.36,-5.6543013899049,"(-16450,-16400]"
-16350,-41.82,-6.03959765910754,"(-16400,-16350]"
-16300,-41,-5.35276517922458,"(-16350,-16300]"
-16250,-40.8,-5.18524506217996,"(-16300,-16250]"
-16200,-41.68,-5.9223335771763,"(-16250,-16200]"
-16150,-41.61,-5.86370153621068,"(-16200,-16150]"
-16100,-42.01,-6.19874177029993,"(-16150,-16100]"
-16050,-41.45,-5.72968544257498,"(-16100,-16050]"
-16000,-42.41,-6.53378200438917,"(-16050,-16000]"
-15950,-42.18,-6.34113386978786,"(-16000,-15950]"
-15900,-43.56,-7.49702267739576,"(-15950,-15900]"
-15850,-41.53,-5.79669348939283,"(-15900,-15850]"
-15800,-41.88,-6.08985369422092,"(-15850,-15800]"
-15750,-41.69,-5.93070958302853,"(-15800,-15750]"
-15700,-41.92,-6.12335771762985,"(-15750,-15700]"
-15650,-41.41,-5.69618141916606,"(-15700,-15650]"
-15600,-43.29,-7.27087051938552,"(-15650,-15600]"
-15550,-43.63,-7.55565471836138,"(-15600,-15550]"
-15500,-41.94,-6.14010972933431,"(-15550,-15500]"
-15450,-42.76,-6.82694220921726,"(-15500,-15450]"
-15400,-43.48,-7.43001463057791,"(-15450,-15400]"
-15350,-42.55,-6.65104608632041,"(-15400,-15350]"
-15300,-42,-6.1903657644477,"(-15350,-15300]"
-15250,-42.38,-6.50865398683248,"(-15300,-15250]"
-15200,-40.78,-5.1684930504755,"(-15250,-15200]"
-15150,-42.55,-6.65104608632041,"(-15200,-15150]"
-15100,-42.23,-6.38301389904901,"(-15150,-15100]"
-15050,-42.01,-6.19874177029993,"(-15100,-15050]"
-15000,-42.06,-6.24062179956108,"(-15050,-15000]"
-14950,-42.03,-6.21549378200439,"(-15000,-14950]"
-14900,-42.31,-6.45002194586686,"(-14950,-14900]"
-14850,-41.56,-5.82182150694953,"(-14900,-14850]"
-14800,-41.13,-5.46165325530359,"(-14850,-14800]"
-14750,-41.6,-5.85532553035845,"(-14800,-14750]"
-14700,-40.58,-5.00097293343087,"(-14750,-14700]"
-14650,-41.75,-5.98096561814192,"(-14700,-14650]"
-14600,-40.06,-4.56542062911485,"(-14650,-14600]"
-14550,-37.47,-2.39603511338698,"(-14600,-14550]"
-14500,-36.4,-1.49980248719824,"(-14550,-14500]"
-14450,-36.25,-1.37416239941478,"(-14500,-14450]"
-14400,-36.26,-1.38253840526701,"(-14450,-14400]"
-14350,-37.29,-2.24526700804682,"(-14400,-14350]"
-14300,-36.95,-1.96048280907096,"(-14350,-14300]"
-14250,-37.17,-2.14475493782005,"(-14300,-14250]"
-14200,-37.21,-2.17825896122897,"(-14250,-14200]"
-14150,-37.59,-2.49654718361376,"(-14200,-14150]"
-14100,-37.89,-2.74782735918069,"(-14150,-14100]"
-14050,-38.14,-2.95722750548647,"(-14100,-14050]"
-14000,-38.25,-3.04936356986101,"(-14050,-14000]"
-13950,-39.71,-4.27226042428676,"(-14000,-13950]"
-13900,-40.11,-4.60730065837601,"(-13950,-13900]"
-13850,-39.46,-4.06286027798098,"(-13900,-13850]"
-13800,-38.39,-3.16662765179225,"(-13850,-13800]"
-13750,-38.08,-2.90697147037308,"(-13800,-13750]"
-13700,-38.38,-3.15825164594002,"(-13750,-13700]"
-13650,-39.08,-3.7445720555962,"(-13700,-13650]"
-13600,-38.25,-3.04936356986101,"(-13650,-13600]"
-13550,-38.74,-3.45978785662034,"(-13600,-13550]"
-13500,-39.77,-4.32251645940015,"(-13550,-13500]"
-13450,-39.25,-3.88696415508413,"(-13500,-13450]"
-13400,-38.52,-3.27551572787125,"(-13450,-13400]"
-13350,-38.01,-2.84833942940746,"(-13400,-13350]"
-13300,-38.61,-3.35089978054133,"(-13350,-13300]"
-13250,-38.44,-3.2085076810534,"(-13300,-13250]"
-13200,-38.57,-3.31739575713241,"(-13250,-13200]"
-13150,-39.19,-3.83670811997074,"(-13200,-13150]"
-13100,-39.07,-3.73619604974397,"(-13150,-13100]"
-13050,-40.2,-4.68268471104609,"(-13100,-13050]"
-13000,-40.05,-4.55704462326262,"(-13050,-13000]"
-12950,-41.07,-5.4113972201902,"(-13000,-12950]"
-12900,-40.07,-4.57379663496708,"(-12950,-12900]"
-12850,-39.88,-4.41465252377469,"(-12900,-12850]"
-12800,-39.38,-3.99585223116313,"(-12850,-12800]"
-12750,-38.76,-3.4765398683248,"(-12800,-12750]"
-12700,-39.03,-3.70269202633504,"(-12750,-12700]"
-12650,-39.53,-4.1214923189466,"(-12700,-12650]"
-12600,-40.18,-4.66593269934162,"(-12650,-12600]"
-12550,-40.86,-5.23550109729334,"(-12600,-12550]"
-12500,-42.21,-6.36626188734455,"(-12550,-12500]"
-12450,-41.11,-5.44490124359912,"(-12500,-12450]"
-12400,-41.67,-5.91395757132407,"(-12450,-12400]"
-12350,-40.82,-5.20199707388442,"(-12400,-12350]"
-12300,-40.54,-4.96746891002195,"(-12350,-12300]"
-12250,-41.06,-5.40302121433797,"(-12300,-12250]"
-12200,-40.97,-5.32763716166789,"(-12250,-12200]"
-12150,-41.37,-5.66267739575713,"(-12200,-12150]"
-12100,-40.76,-5.15174103877103,"(-12150,-12100]"
-12050,-40.39,-4.84182882223848,"(-12100,-12050]"
-12000,-40.63,-5.04285296269203,"(-12050,-12000]"
-11950,-41.38,-5.67105340160937,"(-12000,-11950]"
-11900,-41.22,-5.53703730797367,"(-11950,-11900]"
-11850,-39.95,-4.47328456474031,"(-11900,-11850]"
-11800,-40.41,-4.85858083394294,"(-11850,-11800]"
-11750,-41.04,-5.38626920263351,"(-11800,-11750]"
-11700,-40.84,-5.21874908558888,"(-11750,-11700]"
-11650,-39.71,-4.27226042428676,"(-11700,-11650]"
-11600,-40.22,-4.69943672275055,"(-11650,-11600]"
-11550,-40.22,-4.69943672275055,"(-11600,-11550]"
-11500,-38.99,-3.66918800292612,"(-11550,-11500]"
-11450,-36.7,-1.75108266276518,"(-11500,-11450]"
-11400,-36.77,-1.8097147037308,"(-11450,-11400]"
-11350,-37.13,-2.11125091441112,"(-11400,-11350]"
-11300,-38.03,-2.86509144111193,"(-11350,-11300]"
-11250,-37.98,-2.82321141185077,"(-11300,-11250]"
-11200,-37.44,-2.37090709583028,"(-11250,-11200]"
-11150,-36.96,-1.96885881492319,"(-11200,-11150]"
-11100,-36.51,-1.59193855157279,"(-11150,-11100]"
-11050,-37.48,-2.40441111923921,"(-11100,-11050]"
-11000,-36.73,-1.77621068032187,"(-11050,-11000]"
-10950,-36.78,-1.81809070958303,"(-11000,-10950]"
-10900,-36.7,-1.75108266276518,"(-10950,-10900]"
-10850,-36.99,-1.99398683247989,"(-10900,-10850]"
-10800,-37.23,-2.19501097293343,"(-10850,-10800]"
-10750,-37.36,-2.30389904901244,"(-10800,-10750]"
-10700,-36.54,-1.61706656912948,"(-10750,-10700]"
-10650,-36.31,-1.42441843452817,"(-10700,-10650]"
-10600,-36.17,-1.30715435259693,"(-10650,-10600]"
-10550,-35.62,-0.846474030724213,"(-10600,-10550]"
-10500,-36.3,-1.41604242867593,"(-10550,-10500]"
-10450,-35.9,-1.08100219458669,"(-10500,-10450]"
-10400,-35.7,-0.913482077542066,"(-10450,-10400]"
-10350,-36.09,-1.24014630577908,"(-10400,-10350]"
-10300,-36.22,-1.34903438185808,"(-10350,-10300]"
-10250,-36.18,-1.31553035844916,"(-10300,-10250]"
-10200,-35.73,-0.938610095098755,"(-10250,-10200]"
-10150,-36.27,-1.39091441111924,"(-10200,-10150]"
-10100,-35.38,-0.645449890270669,"(-10150,-10100]"
-10050,-35.24,-0.528185808339432,"(-10100,-10050]"
-10000,-35.25,-0.536561814191661,"(-10050,-10000]"
-9950,-35.29,-0.570065837600586,"(-10000,-9950]"
-9900,-34.93,-0.268529626920264,"(-9950,-9900]"
-9850,-35.13,-0.43604974396489,"(-9900,-9850]"
-9800,-34.99,-0.318785662033653,"(-9850,-9800]"
-9750,-35.15,-0.452801755669349,"(-9800,-9750]"
-9700,-34.64,-0.0256254572055612,"(-9750,-9700]"
-9650,-34.7,-0.0758814923189499,"(-9700,-9650]"
-9600,-34.86,-0.209897585954646,"(-9650,-9600]"
-9550,-34.86,-0.209897585954646,"(-9600,-9550]"
-9500,-34.91,-0.251777615215799,"(-9550,-9500]"
-9450,-34.83,-0.184769568397952,"(-9500,-9450]"
-9400,-35.12,-0.427673738112655,"(-9450,-9400]"
-9350,-34.87,-0.218273591806875,"(-9400,-9350]"
-9300,-34.78,-0.142889539136798,"(-9350,-9300]"
-9250,-35.41,-0.670577907827357,"(-9300,-9250]"
-9200,-35.48,-0.729209948792976,"(-9250,-9200]"
-9150,-34.81,-0.168017556693492,"(-9200,-9150]"
-9100,-34.49,0.100014630577905,"(-9150,-9100]"
-9050,-34.78,-0.142889539136798,"(-9100,-9050]"
-9000,-35.22,-0.511433796634967,"(-9050,-9000]"
-8950,-34.66,-0.0423774689100203,"(-9000,-8950]"
-8900,-34.71,-0.0842574981711794,"(-8950,-8900]"
-8850,-34.3,0.259158741770301,"(-8900,-8850]"
-8800,-34.67,-0.0507534747622556,"(-8850,-8800]"
-8750,-35.05,-0.369041697147036,"(-8800,-8750]"
-8700,-34.82,-0.176393562545722,"(-8750,-8700]"
-8650,-34.75,-0.117761521580103,"(-8700,-8650]"
-8600,-35.12,-0.427673738112655,"(-8650,-8600]"
-8550,-34.46,0.125142648134599,"(-8600,-8550]"
-8500,-34.71,-0.0842574981711794,"(-8550,-8500]"
-8450,-34.6,0.00787856620336269,"(-8500,-8450]"
-8400,-34.77,-0.134513533284569,"(-8450,-8400]"
-8350,-35.13,-0.43604974396489,"(-8400,-8350]"
-8300,-34.69,-0.0675054864667146,"(-8350,-8300]"
-8250,-34.6,0.00787856620336269,"(-8300,-8250]"
-8200,-35.39,-0.653825896122898,"(-8250,-8200]"
-8150,-35.98,-1.14801024140453,"(-8200,-8150]"
-8100,-35.51,-0.75433796634967,"(-8150,-8100]"
-8050,-34.65,-0.0340014630577907,"(-8100,-8050]"
-8000,-34.63,-0.0172494513533317,"(-8050,-8000]"
-7950,-34.13,0.401550841258226,"(-8000,-7950]"
-7900,-34.54,0.0581346013167514,"(-7950,-7900]"
-7850,-34.89,-0.23502560351134,"(-7900,-7850]"
-7800,-34.25,0.301038771031455,"(-7850,-7800]"
-7750,-34.06,0.460182882223845,"(-7800,-7750]"
-7700,-34.42,0.158646671543523,"(-7750,-7700]"
-7650,-34.39,0.183774689100218,"(-7700,-7650]"
-7600,-34.33,0.234030724213607,"(-7650,-7600]"
-7550,-34.23,0.31779078273592,"(-7600,-7550]"
-7500,-34.69,-0.0675054864667146,"(-7550,-7500]"
-7450,-34.52,0.0748866130212107,"(-7500,-7450]"
-7400,-34.41,0.167022677395759,"(-7450,-7400]"
-7350,-34.43,0.150270665691294,"(-7400,-7350]"
-7300,-34.69,-0.0675054864667146,"(-7350,-7300]"
-7250,-34.91,-0.251777615215799,"(-7300,-7250]"
-7200,-34.61,-0.000497439648866838,"(-7250,-7200]"
-7150,-34.82,-0.176393562545722,"(-7200,-7150]"
-7100,-34.81,-0.168017556693492,"(-7150,-7100]"
-7050,-34.7,-0.0758814923189499,"(-7100,-7050]"
